id,type,ans_count,cr_time,score,poster_rep
12326,1,1,2015-03-17T19:36:38.097,1,344
12327,2,,2015-03-17T20:02:48.543,3,15418
12328,2,,2015-03-17T23:52:29.213,0,1
12329,2,,2015-03-18T01:34:15.647,1,15418
12330,2,,2015-03-18T13:29:10.497,5,819
12331,2,,2015-03-19T09:41:46.793,0,1
12332,1,2,2015-03-19T14:14:41.220,3,933
12335,2,,2015-03-19T15:53:44.563,4,4303
12337,1,1,2015-03-20T01:23:31.177,2,113
12339,2,,2015-03-20T02:05:22.070,4,15418
12340,2,,2015-03-20T02:23:39.313,0,51
12342,2,,2015-03-20T17:16:20.053,0,1
12343,1,6,2015-03-20T18:36:29.023,3,344
12344,2,,2015-03-20T19:08:22.923,1,13
12345,2,,2015-03-20T20:03:22.397,1,67
12346,2,,2015-03-20T20:43:04.807,8,15418
12347,2,,2015-03-20T22:48:38.637,0,11
12348,2,,2015-03-20T22:57:31.833,1,1545
12351,1,3,2015-03-21T08:51:12.470,2,2992
12352,2,,2015-03-21T11:39:11.267,0,1
12353,2,,2015-03-21T13:59:35.040,3,1728
12354,2,,2015-03-21T14:25:42.197,1,4303
12355,2,,2015-03-21T14:25:52.587,4,15418
12356,2,,2015-03-22T00:59:21.593,1,11
12357,2,,2015-03-23T03:22:48.523,2,924
12359,2,,2015-03-24T05:23:03.257,1,924
12360,1,1,2015-03-24T16:27:17.677,1,108
12361,2,,2015-03-24T16:48:17.720,6,15418
12362,2,,2015-03-25T21:09:36.683,1,180
12363,2,,2015-03-25T21:36:58.730,0,51
12364,2,,2015-03-25T21:44:00.747,1,51
12365,1,2,2015-03-26T09:36:51.647,0,108
12366,2,,2015-03-26T11:03:38.927,4,156
12367,2,,2015-03-26T15:27:43.680,2,10925
12368,1,2,2015-03-28T13:10:57.433,3,32
12369,2,,2015-03-28T13:21:06.253,3,10925
12370,2,,2015-03-28T15:50:14.210,1,15418
12373,2,,2015-03-30T04:04:15.930,3,61
12374,2,,2015-03-30T21:19:20.630,0,23
12375,1,2,2015-03-30T21:29:17.240,3,118
12376,2,,2015-03-30T21:47:29.383,11,4303
12377,1,3,2015-03-30T22:06:09.663,1,201
12378,2,,2015-03-30T22:31:35.710,2,21
12379,2,,2015-03-30T23:12:14.357,1,23
12380,2,,2015-03-30T23:28:37.643,0,23
12381,2,,2015-03-30T23:41:34.240,6,819
12382,1,1,2015-03-31T23:47:35.840,3,158
12383,2,,2015-03-31T23:55:40.937,6,4303
12384,2,,2015-04-01T01:12:07.917,4,158
12385,2,,2015-04-02T01:51:18.643,0,1
12386,1,3,2015-04-02T01:52:49.597,3,217
12387,2,,2015-04-02T02:05:54.163,4,15418
12388,2,,2015-04-02T11:50:47.753,4,4303
12389,1,2,2015-04-02T19:53:03.613,4,5124
12390,2,,2015-04-02T20:04:31.557,0,344
12391,2,,2015-04-02T20:07:09.863,7,15418
12392,2,,2015-04-02T21:08:25.063,2,4303
12394,1,2,2015-04-03T11:43:07.887,1,8
12395,2,,2015-04-03T14:12:13.313,2,15418
12396,2,,2015-04-03T15:15:54.743,8,1076
12397,1,1,2015-04-03T16:05:50.080,1,5124
12398,2,,2015-04-04T03:32:14.153,0,1
12399,1,5,2015-04-04T05:05:31.883,2,11
12400,2,,2015-04-04T07:25:11.957,2,273
12401,2,,2015-04-04T23:44:14.673,1,113
12402,2,,2015-04-05T04:26:22.323,0,31
12403,2,,2015-04-05T06:55:38.803,2,36
12404,2,,2015-04-05T19:21:36.067,3,61
12405,1,3,2015-04-05T19:46:13.387,-2,1
12406,2,,2015-04-05T22:27:55.807,1,1076
12407,2,,2015-04-06T02:46:24.790,1,15418
12409,1,2,2015-04-06T11:54:40.653,2,25
12410,2,,2015-04-06T14:15:09.070,4,15418
12411,2,,2015-04-06T18:21:27.477,1,15418
12412,2,,2015-04-06T23:35:40.457,2,10925
12413,2,,2015-04-07T00:44:30.197,0,344
12414,1,2,2015-04-07T01:48:42.637,1,108
12415,2,,2015-04-07T01:59:44.863,3,4378
12416,2,,2015-04-07T03:16:03.283,1,10925
12417,2,,2015-04-07T12:21:58.883,1,4513
12418,1,0,2015-04-07T16:22:32.307,0,1
12419,2,,2015-04-07T20:26:38.647,1,11
12420,1,2,2015-04-08T15:40:44.133,1,6
12421,2,,2015-04-08T16:12:57.760,8,15418
12422,2,,2015-04-08T17:44:30.507,0,111
12423,2,,2015-04-08T20:03:37.680,0,1
12424,2,,2015-04-08T22:09:57.040,1,11
12426,2,,2015-04-09T19:54:22.117,0,344
12427,1,2,2015-04-10T05:42:37.103,3,118
12428,2,,2015-04-10T08:39:04.367,4,5124
12429,2,,2015-04-10T13:11:47.530,3,67
12431,2,,2015-04-10T20:41:00.520,1,317
12433,1,5,2015-04-11T21:58:01.957,8,5124
12434,2,,2015-04-11T22:51:56.533,4,10925
12435,2,,2015-04-11T22:55:55.597,3,288
12438,2,,2015-04-12T12:55:23.850,-1,145
12439,2,,2015-04-12T13:00:52.003,3,145
12440,1,2,2015-04-12T15:42:50.707,2,43
12441,1,0,2015-04-12T17:58:14.037,0,1
12442,1,1,2015-04-12T22:36:53.787,2,11
12443,2,,2015-04-12T23:14:35.340,4,2549
12444,2,,2015-04-13T00:50:49.983,4,10925
12445,2,,2015-04-13T04:18:23.913,1,10925
12446,2,,2015-04-13T12:16:18.013,6,4303
12447,2,,2015-04-13T14:28:07.613,3,701
12448,1,5,2015-04-13T16:19:22.467,0,106
12449,2,,2015-04-13T16:38:48.860,3,344
12450,2,,2015-04-13T17:04:10.200,7,4378
12451,2,,2015-04-13T19:59:21.110,-3,2549
12452,1,2,2015-04-13T20:15:54.037,0,217
12453,2,,2015-04-13T20:33:36.940,1,2549
12454,2,,2015-04-13T21:23:47.750,3,151
12455,1,2,2015-04-13T21:55:38.707,0,103
12456,1,1,2015-04-14T01:49:50.983,0,3
12457,2,,2015-04-14T03:04:38.327,1,15418
12458,2,,2015-04-14T03:13:13.413,2,15418
12459,1,5,2015-04-14T09:20:59.013,0,1
12460,2,,2015-04-14T10:08:52.640,1,201
12461,2,,2015-04-14T10:11:30.050,3,201
12462,2,,2015-04-14T11:44:36.200,0,701
12464,2,,2015-04-14T13:54:56.623,1,3667
12465,2,,2015-04-14T14:12:49.877,1,151
12466,2,,2015-04-14T14:20:23.553,0,151
12467,2,,2015-04-14T16:21:14.310,2,121
12469,2,,2015-04-14T22:01:06.733,1,151
12470,2,,2015-04-15T01:25:10.527,0,10925
12471,1,2,2015-04-15T05:18:11.493,1,108
12472,2,,2015-04-15T06:40:01.307,6,2656
12473,1,2,2015-04-15T10:25:35.787,0,167
12474,2,,2015-04-15T11:02:54.760,3,201
12475,2,,2015-04-15T12:51:48.380,1,1307
12476,1,0,2015-04-15T13:21:57.910,1,167
12477,1,2,2015-04-15T22:33:21.670,2,217
12478,2,,2015-04-15T23:29:54.040,2,4303
12479,2,,2015-04-15T23:53:50.423,2,4303
12480,1,3,2015-04-16T05:33:43.107,4,167
12481,2,,2015-04-16T06:02:49.013,5,228
12482,2,,2015-04-16T09:57:10.333,2,3667
12483,2,,2015-04-16T12:25:04.020,1,1052
12484,2,,2015-04-16T12:58:17.150,0,4303
12485,2,,2015-04-16T13:41:28.273,1,15418
12486,2,,2015-04-16T14:18:38.123,4,4303
12487,2,,2015-04-16T14:32:51.757,3,701
12488,2,,2015-04-16T15:20:15.563,0,701
12489,1,5,2015-04-16T20:51:47.263,4,217
12490,2,,2015-04-16T20:56:58.460,4,41
12491,1,2,2015-04-16T23:39:32.283,1,217
12492,2,,2015-04-17T02:17:01.260,4,15418
12493,2,,2015-04-17T08:35:46.127,1,5124
12494,2,,2015-04-17T13:29:56.220,-1,2549
12495,2,,2015-04-17T13:44:45.733,2,2549
12496,2,,2015-04-17T13:52:04.320,2,2549
12497,2,,2015-04-17T17:46:08.910,1,11
12499,2,,2015-04-18T03:43:55.873,0,10925
12500,2,,2015-04-18T06:33:05.940,1,217
12501,2,,2015-04-18T23:50:50.087,2,76
12502,1,1,2015-04-19T00:21:58.893,0,3
12503,2,,2015-04-19T00:24:03.887,2,76
12504,2,,2015-04-19T01:00:52.320,1,1076
12506,2,,2015-04-19T05:29:40.770,1,111
12507,2,,2015-04-19T06:33:54.537,3,43
12508,1,3,2015-04-19T12:41:08.243,4,5124
12509,2,,2015-04-20T00:58:48.247,5,15418
12510,2,,2015-04-20T17:31:45.697,1,701
12511,2,,2015-04-20T17:32:45.687,1,583
12513,2,,2015-04-20T17:41:08.600,1,701
12514,2,,2015-04-20T17:46:11.387,2,583
12515,1,5,2015-04-20T23:57:51.643,2,111
12516,2,,2015-04-21T00:53:06.547,4,10925
12517,2,,2015-04-21T09:21:19.720,2,326
12518,2,,2015-04-21T12:22:03.210,5,3667
12519,1,3,2015-04-21T13:00:19.943,4,247
12520,2,,2015-04-21T13:06:52.767,0,1
12521,2,,2015-04-21T13:26:53.720,1,15418
12522,2,,2015-04-21T14:06:02.547,1,701
12523,2,,2015-04-21T14:22:09.653,1,4303
12524,2,,2015-04-21T14:38:44.633,7,3667
12525,1,2,2015-04-21T22:23:23.193,4,201
12526,2,,2015-04-21T22:36:49.090,7,4303
12529,1,1,2015-04-22T11:23:18.583,3,26
12530,2,,2015-04-22T16:59:42.353,2,4303
12531,2,,2015-04-22T23:47:23.600,-4,1
12533,2,,2015-04-23T02:10:57.100,0,10925
12534,2,,2015-04-23T05:51:50.767,1,11
12536,1,2,2015-04-23T20:13:44.933,2,50
12537,2,,2015-04-23T20:41:05.113,4,15418
12538,2,,2015-04-24T01:40:38.670,1,26
12539,2,,2015-04-24T01:45:46.917,0,26
12540,2,,2015-04-24T02:21:57.840,0,26
12541,1,5,2015-04-24T11:25:40.137,2,247
12542,2,,2015-04-24T11:55:40.443,16,819
12543,2,,2015-04-24T12:16:05.797,5,2549
12544,2,,2015-04-24T12:26:57.560,1,4303
12545,2,,2015-04-24T20:10:57.230,0,1557
12546,2,,2015-04-24T21:18:30.387,0,13
12547,2,,2015-04-24T23:43:20.067,3,46
12548,1,4,2015-04-25T02:11:57.087,6,332
12549,1,2,2015-04-25T03:34:10.023,4,30
12550,2,,2015-04-25T04:17:33.600,0,819
12551,1,1,2015-04-25T07:14:10.593,3,201
12552,2,,2015-04-25T09:25:40.157,3,2656
12553,2,,2015-04-25T09:32:17.013,1,2656
12554,1,2,2015-04-25T13:39:16.353,0,50
12555,1,1,2015-04-25T13:54:37.823,0,50
12556,2,,2015-04-25T14:43:42.293,4,56
12557,2,,2015-04-25T15:05:39.330,3,15418
12558,2,,2015-04-25T15:35:19.747,6,15418
12559,1,1,2015-04-25T17:10:54.380,3,140
12560,2,,2015-04-25T19:21:26.943,4,10925
12561,2,,2015-04-25T20:10:41.980,0,2549
12562,1,1,2015-04-25T20:14:35.000,3,38
12563,2,,2015-04-26T02:24:32.877,4,15418
12564,2,,2015-04-26T06:03:03.327,7,71
12565,2,,2015-04-26T20:59:34.910,2,76
12566,2,,2015-04-27T00:19:10.683,2,21
12567,1,3,2015-04-27T03:50:13.753,2,13
12568,1,3,2015-04-27T06:51:28.080,4,167
12569,1,3,2015-04-27T10:42:34.810,0,12
12570,2,,2015-04-27T12:11:28.720,2,254
12571,1,2,2015-04-27T12:20:57.597,2,221
12572,2,,2015-04-27T14:37:06.747,4,15418
12573,2,,2015-04-27T14:52:47.313,1,15418
12574,1,3,2015-04-27T15:14:33.307,4,70
12575,2,,2015-04-27T15:28:20.150,6,15418
12576,2,,2015-04-27T15:39:18.113,4,10925
12577,2,,2015-04-27T15:41:18.097,1,15418
12578,2,,2015-04-27T18:19:17.993,7,583
12580,1,3,2015-04-27T23:52:28.140,1,6
12581,2,,2015-04-28T00:32:51.710,0,1307
12582,2,,2015-04-28T01:42:21.770,3,15418
12583,1,1,2015-04-28T04:19:46.093,2,116
12584,2,,2015-04-28T04:44:19.857,0,2328
12585,2,,2015-04-28T07:53:29.943,7,301
12586,2,,2015-04-28T12:54:34.930,1,1052
12587,2,,2015-04-28T15:00:26.490,5,51
12588,2,,2015-04-28T15:14:43.150,4,66
12589,2,,2015-04-28T15:30:38.817,0,66
12590,1,2,2015-04-28T19:05:51.590,3,38
12591,2,,2015-04-28T20:54:02.990,10,2549
12593,2,,2015-04-29T05:16:58.423,1,305
12595,1,2,2015-04-29T12:07:13.817,1,4513
12596,2,,2015-04-29T12:58:41.333,2,5124
12597,2,,2015-04-29T13:10:43.350,6,15418
12598,1,1,2015-04-29T17:15:20.530,-1,116
12599,1,4,2015-05-02T07:48:37.677,0,103
12600,2,,2015-05-02T10:20:40.397,3,151
12601,2,,2015-05-02T11:10:37.643,0,146
12602,2,,2015-05-03T02:09:48.637,2,1076
12603,1,2,2015-05-03T20:29:27.027,0,120
12604,2,,2015-05-03T20:37:40.620,0,1
12605,2,,2015-05-03T21:05:09.043,3,61
12606,2,,2015-05-03T23:56:48.847,2,61
12607,1,1,2015-05-04T00:09:38.743,1,924
12608,2,,2015-05-04T01:29:44.190,2,15418
12609,1,1,2015-05-04T03:07:11.670,1,924
12610,2,,2015-05-04T03:12:51.510,4,156
12611,2,,2015-05-04T07:58:31.230,1,26
12613,2,,2015-05-04T15:20:15.870,2,10925
12614,1,1,2015-05-04T18:23:41.607,1,6139
12615,2,,2015-05-04T19:10:51.903,4,15418
12616,1,2,2015-05-05T10:27:00.933,2,247
12617,2,,2015-05-05T12:37:05.403,2,2549
12618,2,,2015-05-05T14:09:23.453,1,702
12620,1,2,2015-05-05T17:07:27.507,2,225
12621,2,,2015-05-05T18:08:54.663,2,2549
12623,2,,2015-05-05T22:13:52.950,4,702
12624,1,2,2015-05-05T22:51:00.200,2,924
12625,2,,2015-05-06T00:45:48.517,7,1728
12626,1,2,2015-05-07T09:28:59.663,2,113
12627,2,,2015-05-07T12:42:55.987,6,15418
12628,2,,2015-05-07T19:22:23.227,1,647
12631,1,1,2015-05-08T07:44:14.530,0,103
12632,1,1,2015-05-08T09:08:36.387,3,167
12633,2,,2015-05-08T09:14:14.340,4,5124
12634,2,,2015-05-08T09:59:18.207,0,157
12635,2,,2015-05-08T10:08:47.123,5,3667
12636,2,,2015-05-08T14:53:07.667,0,156
12637,1,4,2015-05-08T18:49:18.950,3,16
12638,2,,2015-05-08T19:53:21.777,0,702
12639,1,1,2015-05-08T19:53:33.337,2,924
12640,2,,2015-05-08T19:54:38.427,6,583
12641,2,,2015-05-08T20:46:37.567,-1,15418
12642,2,,2015-05-08T20:52:13.203,0,10925
12643,1,1,2015-05-09T03:07:37.887,3,924
12644,2,,2015-05-09T06:46:56.283,3,31
12645,1,2,2015-05-09T12:29:35.617,1,221
12646,2,,2015-05-09T13:16:17.327,1,15418
12648,1,1,2015-05-09T16:31:29.707,0,125
12650,2,,2015-05-09T16:39:36.723,3,146
12653,1,2,2015-05-10T14:08:23.903,1,108
12655,2,,2015-05-10T16:59:37.007,2,181
12656,1,1,2015-05-10T17:06:06.110,-2,1
12657,2,,2015-05-10T17:18:00.910,1,181
12658,1,2,2015-05-10T19:05:18.653,1,120
12659,2,,2015-05-10T19:40:53.460,1,181
12660,2,,2015-05-10T21:12:35.720,4,10925
12663,1,4,2015-05-11T03:07:58.687,2,924
12668,2,,2015-05-11T08:45:13.913,0,101
12669,2,,2015-05-11T09:03:50.427,0,101
12670,2,,2015-05-11T14:30:51.353,2,15418
12671,2,,2015-05-11T14:42:37.810,1,3667
12672,2,,2015-05-11T22:47:56.827,0,702
12673,1,2,2015-05-12T01:28:59.347,1,6
12674,2,,2015-05-12T02:07:28.910,2,15418
12675,2,,2015-05-12T05:09:19.873,3,31
12676,2,,2015-05-12T05:14:04.787,0,31
12677,1,1,2015-05-12T09:22:50.213,1,157
12678,2,,2015-05-12T12:02:30.083,1,4303
12679,1,2,2015-05-12T12:53:27.427,3,5124
12680,2,,2015-05-12T13:32:30.047,4,583
12681,1,3,2015-05-13T12:15:12.273,2,221
12682,2,,2015-05-13T12:39:58.800,2,583
12683,2,,2015-05-13T13:34:56.193,0,2549
12684,2,,2015-05-13T15:25:28.007,0,702
12685,1,6,2015-05-13T21:14:58.597,3,16
12686,2,,2015-05-13T22:42:33.673,2,702
12687,2,,2015-05-13T22:59:09.597,1,4303
12688,2,,2015-05-14T02:44:19.853,4,2549
12689,1,3,2015-05-14T03:20:39.103,3,924
12691,2,,2015-05-14T03:49:26.790,3,2511
12692,2,,2015-05-14T16:02:51.260,8,566
12693,2,,2015-05-14T16:41:21.020,3,121
12694,2,,2015-05-14T17:12:03.767,2,5124
12695,1,4,2015-05-14T18:15:27.537,0,114
12697,2,,2015-05-14T19:51:17.120,1,111
12698,2,,2015-05-14T21:55:28.810,3,181
12699,2,,2015-05-14T22:02:21.283,0,405
12700,2,,2015-05-14T22:27:10.077,0,405
12701,1,4,2015-05-15T01:26:42.520,2,13
12702,2,,2015-05-15T02:46:26.197,1,2549
12703,2,,2015-05-15T05:10:55.020,0,157
12704,2,,2015-05-15T05:29:41.170,4,819
12705,2,,2015-05-15T11:59:03.617,3,131
12709,1,2,2015-05-15T21:56:28.260,4,310
12710,1,2,2015-05-15T22:13:51.610,2,310
12711,2,,2015-05-15T22:29:29.057,1,405
12713,2,,2015-05-15T23:17:52.463,1,5124
12714,2,,2015-05-15T23:38:25.533,1,310
12715,2,,2015-05-15T23:57:05.537,2,10925
12716,2,,2015-05-16T01:37:28.390,3,4303
12717,2,,2015-05-16T01:39:56.810,2,15418
12718,1,3,2015-05-16T03:34:44.593,-1,6
12720,2,,2015-05-16T04:48:25.617,1,111
12721,1,4,2015-05-16T11:25:41.683,1,1725
12722,2,,2015-05-16T12:12:58.907,0,310
12723,2,,2015-05-16T13:08:01.607,4,10925
12724,2,,2015-05-16T15:43:44.020,3,647
12726,1,1,2015-05-16T22:25:18.693,0,924
12727,1,3,2015-05-17T00:23:56.203,1,35
12728,2,,2015-05-17T00:37:10.740,1,310
12730,2,,2015-05-17T03:21:16.207,3,10925
12731,2,,2015-05-17T03:21:52.490,2,702
12732,1,2,2015-05-17T12:06:19.457,0,216
12733,1,4,2015-05-17T12:27:58.743,1,216
12734,2,,2015-05-17T15:44:03.623,1,495
12735,2,,2015-05-17T15:59:16.650,1,495
12736,2,,2015-05-17T16:17:35.983,1,495
12737,2,,2015-05-17T16:30:47.697,3,495
12738,2,,2015-05-17T21:50:51.957,2,702
12739,2,,2015-05-17T22:09:11.243,1,702
12740,2,,2015-05-17T23:45:09.080,4,2511
12741,2,,2015-05-18T10:44:38.420,5,499
12742,1,5,2015-05-18T13:11:27.200,6,135
12743,2,,2015-05-18T13:26:10.263,7,10925
12744,2,,2015-05-18T13:55:13.433,1,2549
12746,2,,2015-05-18T14:02:22.333,1,11
12747,2,,2015-05-18T15:02:53.103,1,157
12748,1,1,2015-05-18T16:53:30.497,2,11
12749,1,2,2015-05-18T21:39:44.090,0,135
12750,2,,2015-05-18T22:27:59.490,0,109
12753,2,,2015-05-19T02:53:41.103,7,1728
12754,2,,2015-05-19T02:54:16.650,4,15418
12755,2,,2015-05-19T03:09:55.860,3,15418
12756,2,,2015-05-19T13:51:35.313,2,5124
12757,2,,2015-05-19T17:10:09.660,1,137
12760,1,2,2015-05-19T18:25:47.023,1,108
12761,2,,2015-05-19T18:33:00.357,2,15418
12762,2,,2015-05-19T19:14:17.287,8,405
12765,2,,2015-05-20T08:49:21.897,2,499
12766,2,,2015-05-20T09:39:38.553,2,499
12767,1,3,2015-05-20T10:28:38.817,1,215
12768,2,,2015-05-20T10:42:55.467,2,3667
12769,1,6,2015-05-20T11:10:16.230,2,11
12770,2,,2015-05-20T11:16:01.073,0,702
12771,2,,2015-05-20T11:43:59.030,2,5124
12772,2,,2015-05-20T13:23:19.730,0,647
12773,2,,2015-05-20T16:29:38.570,1,123
12774,2,,2015-05-20T16:38:59.370,0,701
12775,2,,2015-05-20T16:43:40.523,1,701
12776,2,,2015-05-20T20:06:40.217,0,1
12779,1,4,2015-05-21T00:25:35.897,3,4303
12780,2,,2015-05-21T02:02:04.033,1,15418
12781,2,,2015-05-21T02:49:14.137,1,10925
12783,2,,2015-05-21T11:25:54.300,0,499
12784,2,,2015-05-21T12:58:13.657,3,702
12785,2,,2015-05-21T14:37:58.657,3,137
12786,2,,2015-05-21T17:01:48.470,1,583
12787,2,,2015-05-21T17:52:54.147,2,10925
12788,1,2,2015-05-21T17:58:55.863,0,1204
12789,2,,2015-05-21T18:16:26.013,10,2549
12790,2,,2015-05-21T19:23:16.847,0,345
12792,2,,2015-05-21T19:43:17.187,0,345
12793,2,,2015-05-21T20:44:36.663,4,405
12795,1,1,2015-05-22T00:47:29.780,2,120
12796,2,,2015-05-22T02:25:39.487,6,819
12797,2,,2015-05-22T10:01:06.630,0,114
12798,1,4,2015-05-22T14:33:09.280,0,76
12800,2,,2015-05-22T15:57:56.677,2,2549
12801,1,3,2015-05-22T21:59:33.400,1,135
12802,2,,2015-05-22T22:41:53.477,1,702
12803,2,,2015-05-22T22:47:22.453,-2,405
12804,2,,2015-05-22T23:17:05.550,2,10925
12805,2,,2015-05-23T09:35:32.697,3,15418
12806,1,2,2015-05-23T09:50:55.797,1,216
12808,1,2,2015-05-23T15:25:59.667,1,1204
12809,1,3,2015-05-23T15:47:01.107,1,1204
12810,2,,2015-05-23T15:57:44.533,4,10925
12811,1,2,2015-05-23T16:02:35.230,3,1204
12812,2,,2015-05-23T16:03:13.360,3,111
12813,2,,2015-05-23T16:12:26.890,2,10925
12814,1,3,2015-05-23T16:30:39.857,-4,1204
12815,2,,2015-05-23T17:37:07.843,1,647
12816,2,,2015-05-23T18:18:51.413,2,647
12817,2,,2015-05-23T19:53:43.187,0,819
12818,2,,2015-05-23T20:54:22.703,1,2656
12819,2,,2015-05-23T20:55:49.267,2,2656
12820,2,,2015-05-23T21:10:11.767,1,1076
12821,1,2,2015-05-24T05:23:58.577,0,3
12822,2,,2015-05-24T05:55:04.093,1,19
12823,2,,2015-05-24T07:32:18.423,1,10925
12824,2,,2015-05-24T16:02:45.600,2,161
12825,1,3,2015-05-25T00:58:31.457,0,93
12826,2,,2015-05-25T01:33:27.850,1,647
12827,2,,2015-05-25T12:46:38.173,0,702
12828,2,,2015-05-25T14:46:00.160,3,46
12829,2,,2015-05-25T14:59:47.770,2,21
12830,2,,2015-05-25T15:00:18.310,2,157
12831,2,,2015-05-25T15:26:08.663,2,702
12832,2,,2015-05-25T15:28:34.637,0,1
12834,1,2,2015-05-25T22:39:10.917,0,103
12835,2,,2015-05-25T23:27:35.990,1,71
12836,2,,2015-05-26T00:06:49.607,1,702
12837,1,1,2015-05-26T00:17:35.710,2,13
12838,2,,2015-05-26T00:31:45.950,3,137
12841,2,,2015-05-26T03:27:29.697,2,137
12842,2,,2015-05-26T03:51:24.820,2,161
12843,2,,2015-05-26T04:01:08.343,1,161
12844,2,,2015-05-26T04:10:41.007,1,93
12846,2,,2015-05-26T04:59:38.787,3,161
12847,2,,2015-05-26T05:25:40.050,1,161
12848,1,4,2015-05-26T09:24:51.700,0,105
12849,2,,2015-05-26T09:56:25.067,0,157
12850,2,,2015-05-26T14:12:07.480,1,15418
12851,2,,2015-05-26T14:39:01.447,1,10925
12852,2,,2015-05-26T18:45:22.403,1,4303
12853,2,,2015-05-26T20:28:16.537,2,10925
12854,2,,2015-05-26T21:45:31.727,0,4303
12856,2,,2015-05-27T04:35:55.690,0,161
12857,1,2,2015-05-27T08:53:03.893,2,5124
12858,2,,2015-05-27T10:47:58.773,1,81
12859,1,2,2015-05-27T12:52:46.777,1,225
12860,2,,2015-05-27T13:16:58.513,4,4303
12861,1,2,2015-05-27T13:50:15.883,0,113
12862,2,,2015-05-27T14:07:05.973,1,345
12863,2,,2015-05-27T14:26:59.237,3,345
12864,2,,2015-05-27T16:36:30.183,1,161
12865,2,,2015-05-27T23:33:12.947,1,81
12866,1,2,2015-05-27T23:47:50.500,5,188
12867,2,,2015-05-28T00:16:41.180,6,1685
12868,2,,2015-05-28T00:40:46.097,1,81
12869,2,,2015-05-28T02:52:57.143,1,81
12870,2,,2015-05-28T03:14:55.683,2,81
12871,1,1,2015-05-28T04:01:25.383,-1,99
12872,2,,2015-05-28T04:09:42.047,1,81
12873,2,,2015-05-28T04:22:26.523,1,81
12875,2,,2015-05-28T05:28:37.843,1,81
12876,2,,2015-05-28T06:26:30.533,2,1685
12877,2,,2015-05-28T10:47:28.603,0,1307
12879,1,5,2015-05-28T16:07:31.357,1,1204
12881,2,,2015-05-28T17:45:01.913,1,11
12882,2,,2015-05-28T18:12:36.213,2,2549
12883,2,,2015-05-28T18:18:06.103,4,1685
12884,1,1,2015-05-29T01:00:11.980,1,1204
12885,2,,2015-05-29T11:31:57.303,1,1307
12886,2,,2015-05-29T20:55:52.690,2,1076
12887,1,4,2015-05-29T23:27:02.110,0,178
12888,2,,2015-05-30T00:17:29.893,2,1685
12889,2,,2015-05-30T01:29:42.170,2,10925
12890,1,4,2015-05-30T07:31:41.977,7,36
12891,2,,2015-05-30T11:41:07.923,0,137
12892,2,,2015-05-30T14:24:06.007,2,4303
12893,2,,2015-05-30T15:22:54.437,11,1076
12894,1,1,2015-05-30T15:49:37.173,1,1204
12896,2,,2015-05-30T17:35:55.017,4,1076
12897,1,2,2015-05-30T18:33:03.163,0,221
12898,2,,2015-05-30T19:01:58.050,2,10925
12899,1,1,2015-05-30T20:53:23.883,-1,1204
12900,2,,2015-05-30T23:31:31.193,1,702
12901,2,,2015-05-30T23:42:34.353,2,819
12902,2,,2015-05-31T00:04:21.370,2,1076
12903,1,4,2015-05-31T07:52:23.927,0,216
12904,1,3,2015-05-31T08:08:50.803,1,216
12905,1,2,2015-05-31T08:31:10.777,0,216
12906,2,,2015-05-31T09:28:18.250,2,5124
12907,1,1,2015-05-31T12:55:24.180,2,113
12908,2,,2015-05-31T13:55:50.793,0,15418
12909,2,,2015-05-31T13:58:29.630,7,15418
12910,2,,2015-05-31T15:35:58.357,2,702
12911,2,,2015-05-31T17:12:03.750,-1,1
12912,2,,2015-05-31T17:36:55.367,-3,1
12913,2,,2015-05-31T23:31:59.233,3,61
12914,2,,2015-06-01T10:49:59.223,2,71
12915,2,,2015-06-01T15:28:11.647,1,647
12916,2,,2015-06-01T15:55:53.517,1,499
12917,2,,2015-06-01T18:36:10.740,-1,1
12918,1,2,2015-06-01T19:36:59.573,3,18
12919,2,,2015-06-01T19:43:51.913,3,61
12920,2,,2015-06-01T20:14:19.850,4,647
12921,1,1,2015-06-02T09:37:49.120,1,215
12922,2,,2015-06-02T10:19:46.433,4,1685
12923,2,,2015-06-02T10:42:12.887,1,181
12926,1,1,2015-06-03T01:43:44.240,0,217
12927,2,,2015-06-03T03:57:13.370,2,10925
12928,1,1,2015-06-03T20:42:47.273,0,104
12929,1,2,2015-06-03T21:26:34.593,0,3
12930,1,1,2015-06-03T22:00:13.007,1,5124
12931,2,,2015-06-03T22:17:12.757,0,345
12933,1,4,2015-06-04T00:01:13.513,3,118
12934,2,,2015-06-04T00:27:09.997,1,21
12935,2,,2015-06-04T01:41:12.743,6,15418
12936,2,,2015-06-04T11:56:46.073,5,1685
12937,2,,2015-06-04T13:30:52.693,1,2549
12939,1,1,2015-06-04T17:01:47.010,2,114
12943,2,,2015-06-05T03:18:40.593,0,171
12945,2,,2015-06-05T03:25:55.577,2,171
12946,2,,2015-06-05T03:30:35.317,0,171
12948,2,,2015-06-05T08:35:58.267,2,71
12949,2,,2015-06-05T12:11:22.177,1,583
12950,1,2,2015-06-05T15:03:51.753,1,1204
12951,2,,2015-06-05T15:26:35.230,1,1685
12952,2,,2015-06-05T15:32:17.637,4,583
12953,1,1,2015-06-05T23:24:22.840,1,76
12954,1,2,2015-06-05T23:29:25.223,2,76
12955,2,,2015-06-06T00:31:07.483,2,1685
