id,type,ans_count,cr_time,score,poster_rep
2235,2,,2012-05-05T15:05:37.177,1,4256
2236,2,,2012-05-06T00:10:58.090,1,1545
2237,2,,2012-05-06T09:40:02.013,-1,167
2238,2,,2012-05-06T09:44:02.213,2,167
2239,2,,2012-05-06T09:46:33.753,0,167
2240,1,2,2012-05-07T16:17:51.763,1,7198
2241,1,2,2012-05-07T16:22:08.120,6,6139
2242,1,5,2012-05-07T16:24:34.737,4,7198
2243,2,,2012-05-07T16:34:19.700,2,2751
2245,2,,2012-05-07T16:42:22.357,2,2751
2246,1,3,2012-05-07T16:47:54.407,8,208
2247,2,,2012-05-07T17:24:58.580,2,21
2248,2,,2012-05-07T17:28:21.787,4,2751
2250,2,,2012-05-07T20:26:41.320,4,4256
2251,1,4,2012-05-07T20:38:35.997,5,7198
2252,1,5,2012-05-07T20:49:06.017,7,7198
2253,2,,2012-05-07T20:55:20.880,4,4256
2254,2,,2012-05-07T21:08:59.537,7,4256
2255,2,,2012-05-07T21:21:40.270,11,955
2256,2,,2012-05-08T00:27:24.313,1,1154
2257,2,,2012-05-08T01:28:55.073,2,2392
2258,2,,2012-05-08T03:39:32.040,3,420
2259,2,,2012-05-08T23:11:38.907,1,5951
2260,2,,2012-05-09T00:21:26.453,2,1545
2261,1,5,2012-05-09T04:45:02.900,17,895
2262,2,,2012-05-09T04:50:22.660,2,895
2263,2,,2012-05-09T06:44:56.607,11,2762
2264,2,,2012-05-09T16:32:59.737,12,7198
2267,2,,2012-05-10T00:46:52.233,1,888
2268,2,,2012-05-10T00:54:24.703,8,888
2269,2,,2012-05-10T02:20:15.423,0,888
2270,2,,2012-05-10T02:40:42.360,3,268
2271,2,,2012-05-10T02:45:52.370,3,268
2272,2,,2012-05-10T02:56:23.247,4,268
2273,2,,2012-05-10T04:08:55.667,2,268
2275,1,8,2012-05-11T00:44:06.240,9,7198
2276,1,5,2012-05-11T00:57:06.973,4,7198
2277,2,,2012-05-11T02:11:55.277,0,2751
2278,2,,2012-05-11T04:47:12.147,6,427
2279,1,4,2012-05-11T08:20:08.117,10,4256
2280,2,,2012-05-11T12:41:40.943,15,1154
2281,2,,2012-05-11T21:21:53.570,1,5319
2282,2,,2012-05-11T21:52:31.097,14,1556
2284,2,,2012-05-11T22:36:59.513,11,4256
2285,2,,2012-05-11T22:59:15.337,3,1545
2286,2,,2012-05-12T01:49:10.167,3,1556
2287,2,,2012-05-13T05:14:35.277,2,420
2288,2,,2012-05-13T23:13:53.140,1,153
2291,2,,2012-05-14T02:14:01.010,1,888
2292,2,,2012-05-14T02:22:38.347,0,888
2293,2,,2012-05-14T04:25:27.510,1,888
2294,2,,2012-05-14T04:37:11.427,2,888
2295,1,7,2012-05-15T14:39:01.903,6,4256
2296,2,,2012-05-15T15:01:33.917,5,4256
2297,2,,2012-05-15T15:40:11.473,1,11
2298,2,,2012-05-16T02:17:58.263,-2,2549
2299,2,,2012-05-16T02:53:47.813,0,2549
2300,2,,2012-05-16T03:20:54.923,-2,2549
2301,2,,2012-05-16T03:33:49.447,-1,2549
2302,2,,2012-05-16T04:04:09.003,-1,2549
2303,2,,2012-05-16T13:50:46.220,2,888
2304,1,3,2012-05-16T19:26:41.963,10,404
2306,2,,2012-05-16T21:25:19.590,12,4256
2307,2,,2012-05-16T23:22:26.740,5,4378
2308,2,,2012-05-16T23:34:45.850,1,4378
2309,2,,2012-05-16T23:46:33.010,2,1566
2310,2,,2012-05-17T00:55:08.700,9,404
2311,1,3,2012-05-17T01:29:37.033,7,427
2312,2,,2012-05-17T02:41:01.840,4,6139
2313,2,,2012-05-17T07:24:30.833,6,342
2314,2,,2012-05-17T13:53:21.780,4,2370
2315,2,,2012-05-18T04:02:48.590,0,420
2316,2,,2012-05-18T04:23:34.883,0,420
2317,2,,2012-05-18T04:36:31.560,0,420
2318,2,,2012-05-18T09:32:41.033,2,888
2319,2,,2012-05-18T21:26:42.093,0,148
2320,2,,2012-05-18T23:00:25.497,1,4256
2321,1,2,2012-05-19T13:40:07.243,9,148
2322,2,,2012-05-19T14:41:09.033,4,888
2323,2,,2012-05-19T22:49:21.143,4,888
2324,1,3,2012-05-21T02:57:51.043,13,323
2325,2,,2012-05-21T12:56:54.500,12,5941
2327,1,6,2012-05-22T06:56:56.160,24,223
2328,2,,2012-05-22T14:40:31.970,21,2751
2329,2,,2012-05-22T14:50:11.093,11,5941
2332,2,,2012-05-23T07:53:29.227,-1,137
2333,2,,2012-05-23T07:57:33.073,3,137
2334,1,5,2012-05-23T18:23:33.803,15,7198
2335,1,3,2012-05-23T19:20:06.463,7,7198
2336,2,,2012-05-23T21:11:45.217,4,2751
2337,2,,2012-05-23T21:28:43.260,24,2851
2338,2,,2012-05-23T23:55:24.607,9,888
2339,1,3,2012-05-24T05:47:30.113,5,6139
2340,2,,2012-05-24T06:05:49.263,1,888
2341,2,,2012-05-24T08:29:38.950,4,4256
2342,2,,2012-05-24T11:55:29.873,1,888
2343,1,8,2012-05-24T14:15:15.460,7,136
2344,2,,2012-05-24T14:20:49.487,4,4256
2345,1,3,2012-05-24T15:26:12.213,3,888
2346,2,,2012-05-24T15:52:56.237,2,2751
2347,2,,2012-05-24T16:09:03.753,2,1566
2348,2,,2012-05-24T18:36:19.900,2,2062
2349,2,,2012-05-24T21:36:06.133,6,2062
2350,2,,2012-05-25T10:47:31.320,0,2062
2351,2,,2012-05-25T18:05:44.220,6,5951
2352,2,,2012-05-25T19:50:32.553,3,2851
2354,2,,2012-05-25T22:58:39.613,4,291
2355,2,,2012-05-26T18:20:09.323,1,41
2356,2,,2012-05-26T18:37:48.957,1,41
2357,2,,2012-05-26T18:48:52.623,1,41
2358,2,,2012-05-26T18:54:58.827,1,41
2359,2,,2012-05-26T19:32:44.770,0,41
2360,1,2,2012-05-27T19:42:46.007,7,2062
2361,2,,2012-05-27T21:22:23.813,3,291
2362,2,,2012-05-27T21:31:42.940,1,291
2363,2,,2012-05-27T21:40:19.553,0,291
2364,2,,2012-05-27T21:50:03.860,1,291
2365,2,,2012-05-28T04:59:38.413,3,5070
2366,2,,2012-05-28T10:08:42.937,1,11
2367,2,,2012-05-28T11:48:14.347,2,2062
2368,2,,2012-05-28T21:22:44.577,1,291
2369,2,,2012-05-28T23:16:25.547,1,291
2370,2,,2012-05-29T02:25:16.720,0,576
2372,1,2,2012-05-29T16:22:38.103,6,2751
2373,2,,2012-05-29T17:01:39.287,8,4256
2374,2,,2012-05-30T04:30:12.627,3,5319
2375,2,,2012-05-30T07:47:34.143,1,2062
2376,1,3,2012-05-30T10:09:58.183,7,38
2377,2,,2012-05-30T11:42:22.757,7,2062
2378,2,,2012-05-30T20:38:16.350,3,291
2379,2,,2012-05-30T20:53:42.307,1,291
2380,2,,2012-05-30T20:56:48.730,0,291
2381,2,,2012-05-30T22:26:53.987,1,291
2382,2,,2012-05-30T23:59:43.590,0,888
2383,2,,2012-05-31T00:25:31.827,-1,888
2384,2,,2012-05-31T02:00:09.430,1,11
2385,1,3,2012-05-31T12:08:09.190,4,2062
2386,2,,2012-05-31T14:31:45.527,3,2751
2387,2,,2012-05-31T16:59:00.873,1,434
2388,2,,2012-05-31T17:05:51.160,-2,434
2389,1,3,2012-05-31T22:31:10.593,5,888
2390,2,,2012-05-31T23:35:29.120,4,2751
2391,2,,2012-06-01T17:28:52.400,8,4256
2392,1,2,2012-06-01T20:37:09.270,6,5951
2393,2,,2012-06-01T22:19:19.830,2,888
2394,2,,2012-06-01T23:15:48.690,4,434
2395,1,3,2012-06-01T23:57:52.367,4,434
2396,1,6,2012-06-02T16:52:35.630,14,1545
2397,2,,2012-06-02T17:48:22.707,22,2062
2398,2,,2012-06-02T18:38:07.603,7,2851
2399,2,,2012-06-02T18:40:48.520,3,2851
2400,2,,2012-06-03T06:33:02.667,10,434
2401,1,2,2012-06-03T07:18:00.643,1,434
2402,2,,2012-06-03T07:31:51.657,2,434
2403,2,,2012-06-03T08:31:29.337,0,434
2404,2,,2012-06-03T09:42:25.427,2,434
2405,1,2,2012-06-03T10:48:47.900,0,101
2406,2,,2012-06-03T12:43:37.690,5,404
2407,2,,2012-06-03T12:54:02.660,1,1154
2408,2,,2012-06-03T14:01:06.187,0,888
2411,2,,2012-06-03T20:07:27.063,2,434
2412,2,,2012-06-04T02:30:54.073,1,150
2413,1,1,2012-06-05T09:56:39.623,2,2062
2414,2,,2012-06-05T11:56:31.633,4,5941
2415,2,,2012-06-06T14:40:36.120,0,1
2416,2,,2012-06-07T07:27:54.780,0,1
2417,2,,2012-06-07T16:34:23.603,2,2062
2418,1,5,2012-06-07T20:17:46.013,8,41
2419,2,,2012-06-07T20:39:38.887,4,2751
2420,2,,2012-06-07T21:36:28.037,11,7198
2422,1,2,2012-06-09T20:20:56.727,4,123
2423,2,,2012-06-09T21:33:57.580,2,4256
2424,2,,2012-06-10T12:02:42.160,0,2549
2425,1,4,2012-06-12T16:54:17.313,4,63
2426,2,,2012-06-12T17:08:06.030,0,1154
2427,1,4,2012-06-12T18:53:30.677,4,63
2428,2,,2012-06-12T20:17:58.757,3,4256
2429,2,,2012-06-12T20:47:12.530,1,246
2430,2,,2012-06-12T20:48:20.140,1,21
2431,2,,2012-06-12T20:58:10.267,1,21
2432,1,3,2012-06-12T20:58:52.843,7,156
2433,2,,2012-06-12T21:10:16.100,3,4256
2434,2,,2012-06-12T22:46:44.547,1,121
2435,2,,2012-06-12T23:02:14.950,2,2549
2438,2,,2012-06-13T10:57:45.983,2,2062
2439,1,1,2012-06-13T15:38:07.633,2,323
2440,2,,2012-06-13T15:47:28.387,5,2751
2441,2,,2012-06-13T16:25:37.553,5,4256
2442,1,1,2012-06-14T02:32:13.853,5,323
2443,2,,2012-06-14T02:59:34.613,5,6139
2444,1,2,2012-06-14T03:41:09.133,5,323
2445,2,,2012-06-14T05:50:03.390,7,4494
2446,1,8,2012-06-14T14:51:47.813,17,188
2447,2,,2012-06-14T14:54:51.087,6,2751
2448,2,,2012-06-14T15:34:26.807,1,11
2449,2,,2012-06-14T15:44:40.197,23,2062
2450,1,9,2012-06-15T04:44:26.127,7,6139
2451,1,1,2012-06-15T05:54:54.430,7,6139
2452,2,,2012-06-15T06:22:01.293,4,434
2453,2,,2012-06-15T07:27:52.427,5,905
2454,2,,2012-06-15T07:29:59.337,9,905
2455,2,,2012-06-15T10:27:30.897,4,2062
2456,2,,2012-06-15T14:29:26.303,1,4494
2457,1,3,2012-06-15T19:09:10.197,10,323
2458,2,,2012-06-15T20:25:53.410,11,5951
2459,2,,2012-06-15T20:32:29.733,2,21
2460,1,5,2012-06-16T12:28:02.167,5,796
2461,2,,2012-06-16T14:53:45.787,6,434
2462,2,,2012-06-16T20:44:51.950,4,905
2463,2,,2012-06-17T00:14:14.667,8,1556
2464,2,,2012-06-17T12:38:46.967,1,134
2465,2,,2012-06-18T17:02:23.817,0,434
2466,2,,2012-06-18T20:50:26.607,-1,1556
2467,2,,2012-06-18T23:40:26.150,2,146
2468,1,3,2012-06-19T02:23:17.480,7,323
2469,2,,2012-06-19T08:06:29.450,5,246
2470,2,,2012-06-19T11:20:13.503,1,4256
2471,2,,2012-06-20T18:41:35.150,5,159
2472,2,,2012-06-22T02:27:50.700,1,301
2473,2,,2012-06-22T02:30:45.737,1,301
2474,1,7,2012-06-22T02:48:57.553,9,301
2475,2,,2012-06-22T02:56:25.923,0,301
2476,2,,2012-06-22T04:14:05.093,0,369
2477,2,,2012-06-22T15:18:50.757,1,246
2478,2,,2012-06-22T19:14:10.343,4,2751
2479,2,,2012-06-22T23:58:19.977,3,301
2480,2,,2012-06-25T16:25:49.913,2,434
2481,1,2,2012-06-25T16:50:18.960,4,5951
2482,2,,2012-06-25T23:23:41.590,3,888
2483,2,,2012-06-26T14:27:19.577,-1,434
2485,2,,2012-06-28T16:12:48.810,0,1545
2486,2,,2012-06-29T12:42:44.210,0,434
2487,1,2,2012-06-29T16:11:49.413,3,7198
2488,1,3,2012-06-29T16:22:53.287,1,7198
2489,2,,2012-06-29T16:30:55.603,-3,434
2490,1,2,2012-06-29T16:32:06.970,1,7198
2491,2,,2012-06-29T18:02:47.940,0,2751
2492,2,,2012-06-29T18:09:15.360,1,2751
2493,2,,2012-06-29T18:10:58.150,1,5941
2494,2,,2012-06-29T23:06:22.743,2,4256
2495,2,,2012-06-29T23:57:15.470,3,4256
2496,5,,2012-06-30T00:55:06.457,0,6139
2497,4,,2012-06-30T00:55:06.457,0,6139
2498,5,,2012-06-30T00:55:24.257,0,6139
2499,4,,2012-06-30T00:55:24.257,0,6139
2500,5,,2012-06-30T00:55:45.020,0,6139
2501,4,,2012-06-30T00:55:45.020,0,6139
2502,1,1,2012-06-30T02:09:21.540,3,118
2503,2,,2012-06-30T10:18:53.533,1,134
2505,2,,2012-07-01T18:36:44.660,5,4256
2506,1,5,2012-07-01T21:49:53.917,8,173
2507,2,,2012-07-02T01:36:24.620,1,1154
2508,2,,2012-07-02T02:12:05.783,6,888
2509,2,,2012-07-02T02:20:34.917,0,888
2510,1,2,2012-07-02T21:04:49.543,4,4513
2511,2,,2012-07-02T22:29:01.103,1,157
2512,1,3,2012-07-02T22:41:28.540,3,157
2513,2,,2012-07-02T22:54:27.483,2,141
2514,2,,2012-07-02T22:54:39.650,6,4513
2515,2,,2012-07-02T22:55:11.227,10,4256
2516,2,,2012-07-02T23:17:51.273,0,141
2517,2,,2012-07-02T23:26:16.050,-1,4256
2520,1,4,2012-07-03T18:44:10.720,4,7198
2521,2,,2012-07-03T18:50:44.063,9,2751
2522,1,5,2012-07-03T21:03:46.083,9,7198
2523,2,,2012-07-03T22:59:30.963,3,1154
2524,2,,2012-07-03T23:50:43.550,0,369
2525,2,,2012-07-04T11:10:43.490,2,171
2526,2,,2012-07-04T16:10:12.030,3,4256
2527,2,,2012-07-04T21:38:14.473,3,487
2528,2,,2012-07-05T11:28:04.947,8,271
2529,1,3,2012-07-05T14:08:38.610,4,5951
2530,2,,2012-07-05T14:43:05.447,1,2751
2531,2,,2012-07-05T14:53:23.190,0,905
2532,2,,2012-07-05T16:04:44.367,1,295
2533,2,,2012-07-05T17:05:10.087,4,4256
2534,1,1,2012-07-05T17:31:42.520,4,7198
2535,2,,2012-07-05T17:33:56.693,8,6139
2536,1,6,2012-07-05T17:40:24.007,7,7198
2537,1,3,2012-07-05T17:50:05.680,4,7198
2538,2,,2012-07-05T17:59:07.763,10,5941
2540,2,,2012-07-05T19:06:44.453,3,31
2541,2,,2012-07-05T19:11:55.457,1,2751
2542,2,,2012-07-05T22:16:32.177,2,2062
2543,2,,2012-07-06T08:23:20.690,2,271
2544,1,3,2012-07-06T22:15:02.410,9,7198
2545,2,,2012-07-06T22:43:09.513,0,157
2546,2,,2012-07-07T03:11:50.537,7,888
2547,1,1,2012-07-07T05:42:37.387,1,796
2548,1,1,2012-07-07T05:56:34.640,2,796
2549,1,1,2012-07-07T06:10:54.997,0,796
2550,2,,2012-07-07T06:46:41.783,2,434
2551,1,1,2012-07-07T07:02:46.943,0,796
2552,1,2,2012-07-07T07:47:52.973,1,796
2553,1,1,2012-07-07T10:41:47.637,2,796
2554,1,2,2012-07-07T12:58:05.443,6,31
2556,2,,2012-07-07T14:16:49.327,0,4256
2557,2,,2012-07-07T14:30:09.280,4,4256
2558,2,,2012-07-07T14:53:52.947,1,4256
2559,2,,2012-07-07T15:13:00.583,0,4256
2560,2,,2012-07-07T17:50:38.237,1,2851
2561,1,3,2012-07-07T20:07:42.410,9,6139
2562,1,1,2012-07-07T20:15:10.873,6,6139
2563,2,,2012-07-07T20:44:14.757,12,4256
2564,2,,2012-07-08T12:23:30.713,5,81
2565,1,4,2012-07-08T13:09:59.870,3,418
2567,2,,2012-07-09T12:58:33.030,1,418
2568,2,,2012-07-09T15:57:03.787,2,2751
2569,2,,2012-07-09T18:46:10.277,0,418
2570,1,2,2012-07-09T20:16:18.630,3,155
2571,2,,2012-07-09T21:10:07.837,3,955
2572,2,,2012-07-09T21:13:58.873,4,4256
2573,1,2,2012-07-09T21:36:43.293,5,223
2574,2,,2012-07-09T21:41:36.873,2,2751
2575,2,,2012-07-09T21:54:10.277,3,223
2576,1,2,2012-07-09T22:23:09.647,5,418
2577,2,,2012-07-09T22:39:18.230,4,955
2578,2,,2012-07-09T22:47:46.227,6,4256
2579,2,,2012-07-10T02:21:17.947,0,150
2580,2,,2012-07-10T09:54:10.160,7,271
2581,2,,2012-07-11T02:07:06.980,1,11
2583,1,0,2012-07-11T17:05:56.180,3,183
2586,1,1,2012-07-12T16:11:06.600,3,796
2587,1,4,2012-07-12T16:17:39.323,3,796
2588,1,1,2012-07-12T16:27:51.760,5,796
2589,1,3,2012-07-12T16:34:33.967,4,796
2590,1,1,2012-07-12T16:43:11.710,4,796
2591,1,1,2012-07-12T16:57:20.583,2,796
2592,1,2,2012-07-12T17:11:54.280,6,796
2593,1,6,2012-07-12T17:17:43.960,4,796
2594,1,2,2012-07-12T17:34:12.083,2,796
2596,2,,2012-07-12T17:55:36.400,0,4256
2597,2,,2012-07-12T17:59:53.057,4,4256
2598,2,,2012-07-12T18:09:36.470,4,5951
2599,2,,2012-07-12T18:43:15.533,3,6139
2600,2,,2012-07-12T20:21:04.793,4,5951
2601,2,,2012-07-12T21:39:18.943,1,81
2602,2,,2012-07-12T21:47:46.387,2,81
2603,2,,2012-07-13T13:57:27.963,0,418
2604,2,,2012-07-13T14:01:18.847,0,418
2605,2,,2012-07-13T15:38:06.007,1,11
2606,1,1,2012-07-13T16:14:51.157,8,7198
2607,1,1,2012-07-13T16:24:35.183,3,7198
2608,2,,2012-07-13T16:55:07.703,4,2370
2609,1,2,2012-07-13T22:39:52.650,4,7198
2610,2,,2012-07-14T10:52:42.073,1,434
2611,2,,2012-07-14T21:53:53.660,6,2851
2612,1,2,2012-07-15T13:52:01.427,5,796
2613,2,,2012-07-15T17:03:34.713,1,13
2614,5,,2012-07-15T17:14:37.337,0,13
2615,4,,2012-07-15T17:14:37.337,0,15418
2616,2,,2012-07-15T20:35:57.940,6,955
2617,1,2,2012-07-17T03:00:07.663,3,16
2618,1,1,2012-07-17T03:47:12.757,6,6139
2619,2,,2012-07-17T07:07:22.643,2,2762
2620,2,,2012-07-17T08:04:38.507,4,4494
2621,2,,2012-07-17T15:13:35.583,8,5951
2622,1,4,2012-07-18T15:09:09.990,6,257
2623,2,,2012-07-18T15:20:52.977,6,2751
2624,2,,2012-07-18T20:58:07.977,1,111
2625,1,2,2012-07-19T04:19:18.493,10,933
2626,1,2,2012-07-19T04:27:58.097,9,933
2627,2,,2012-07-19T08:14:13.930,12,905
2628,2,,2012-07-19T08:22:29.880,9,905
2630,1,5,2012-07-20T11:14:01.997,9,148
2631,2,,2012-07-20T14:15:25.603,14,2751
2632,1,1,2012-07-20T16:19:29.070,6,7198
2633,2,,2012-07-20T16:47:33.607,6,2751
2634,1,4,2012-07-20T18:27:00.770,22,933
2635,2,,2012-07-20T20:39:37.517,4,933
2636,2,,2012-07-20T23:55:50.687,3,595
2637,2,,2012-07-22T14:15:19.607,4,1545
2638,1,2,2012-07-23T06:19:05.010,1,109
2639,2,,2012-07-23T08:52:27.650,0,905
2640,2,,2012-07-24T13:25:32.750,1,4513
2641,2,,2012-07-25T13:09:12.520,-1,184
2642,2,,2012-07-25T13:14:27.110,-1,101
2643,2,,2012-07-25T15:45:17.633,0,5
2644,2,,2012-07-26T06:48:02.323,1,184
2645,2,,2012-07-26T09:12:00.190,0,184
2646,2,,2012-07-26T23:10:32.327,1,5319
2647,2,,2012-07-27T00:53:48.413,2,150
2648,2,,2012-07-27T03:00:10.560,1,150
2649,2,,2012-07-27T07:39:49.947,0,101
2650,2,,2012-07-28T23:06:51.240,0,576
2651,2,,2012-07-29T16:13:42.000,1,177
2652,2,,2012-07-29T16:16:09.143,2,177
2653,5,,2012-07-29T16:18:45.443,0,177
2654,4,,2012-07-29T16:18:45.443,0,177
2655,2,,2012-07-29T19:07:23.580,1,369
2656,2,,2012-07-30T06:33:42.807,1,369
2657,2,,2012-07-30T10:40:38.773,1,166
2658,2,,2012-07-30T15:13:59.527,4,301
2659,2,,2012-07-30T15:28:38.743,1,301
2660,2,,2012-07-30T15:33:31.937,1,301
2661,2,,2012-07-30T15:45:40.907,2,301
2662,1,2,2012-07-31T13:49:52.183,3,126
2663,2,,2012-07-31T14:15:12.073,4,2751
2664,1,4,2012-08-01T17:38:01.767,4,956
2665,2,,2012-08-01T17:55:18.720,1,111
2666,2,,2012-08-01T19:44:32.323,6,955
2667,2,,2012-08-01T19:46:04.503,4,4378
2668,2,,2012-08-02T00:45:40.717,4,81
2669,2,,2012-08-02T01:14:09.183,4,81
2670,1,3,2012-08-02T07:34:08.873,13,168
2671,2,,2012-08-02T07:57:24.547,12,4256
2672,2,,2012-08-04T00:46:21.500,1,1307
2673,1,3,2012-08-04T20:04:59.793,6,6139
2674,2,,2012-08-04T20:44:22.103,13,4256
2676,2,,2012-08-05T00:12:49.800,0,1307
2677,1,2,2012-08-05T13:17:05.903,4,1545
2678,2,,2012-08-05T16:40:37.773,12,4256
2679,1,1,2012-08-05T22:39:30.097,1,6
2680,2,,2012-08-06T08:14:08.637,5,325
2681,1,1,2012-08-06T19:03:20.477,8,955
2682,2,,2012-08-06T19:03:20.477,10,955
2683,2,,2012-08-06T19:46:01.343,2,955
2684,2,,2012-08-06T23:44:59.210,0,4378
2685,1,11,2012-08-07T12:22:58.783,21,214
2686,2,,2012-08-07T13:29:31.367,16,2370
2687,2,,2012-08-07T13:30:02.673,42,905
2688,1,2,2012-08-08T15:46:41.777,3,5951
2689,2,,2012-08-08T15:56:43.090,1,955
2691,2,,2012-08-08T16:03:54.047,8,4256
2694,1,4,2012-08-08T18:44:04.547,3,118
2695,2,,2012-08-08T21:13:41.210,4,2751
2696,2,,2012-08-09T08:48:07.083,3,4256
2697,2,,2012-08-09T12:40:35.157,1,130
2699,2,,2012-08-09T13:42:17.490,1,130
2700,1,1,2012-08-09T15:22:27.457,3,796
2701,2,,2012-08-09T15:49:10.463,1,2751
2702,2,,2012-08-09T21:55:58.047,2,21
2703,1,3,2012-08-09T22:21:03.510,4,7198
2704,1,3,2012-08-09T22:25:37.217,6,7198
2705,1,5,2012-08-09T22:30:58.240,5,7198
2706,2,,2012-08-09T22:42:59.803,6,955
2707,2,,2012-08-10T08:28:02.313,2,905
2709,2,,2012-08-11T15:33:31.360,1,111
2710,2,,2012-08-11T18:52:53.387,1,1307
2711,1,2,2012-08-11T19:17:36.160,3,138
2712,2,,2012-08-12T00:59:55.850,2,161
2713,2,,2012-08-12T01:06:05.700,0,1307
2714,2,,2012-08-12T04:25:21.373,2,418
2715,1,2,2012-08-12T16:56:15.340,4,162
2716,2,,2012-08-12T17:12:21.810,6,4256
2717,1,2,2012-08-12T19:37:24.667,2,13
2718,2,,2012-08-12T19:40:42.470,1,161
2719,2,,2012-08-12T19:59:46.213,5,161
2721,2,,2012-08-13T23:25:50.393,2,2313
2722,2,,2012-08-14T13:56:49.757,-1,5319
2723,2,,2012-08-14T14:05:57.203,0,5319
2724,2,,2012-08-14T17:15:25.667,6,76
2725,1,2,2012-08-14T21:07:42.867,3,162
2726,2,,2012-08-14T21:28:22.160,7,2751
2727,2,,2012-08-15T15:11:21.813,3,161
2728,2,,2012-08-15T16:58:02.017,2,161
2731,2,,2012-08-17T17:51:17.953,0,1545
2732,1,1,2012-08-18T18:13:42.317,1,427
2733,2,,2012-08-18T19:08:24.100,5,4256
2734,1,2,2012-08-19T23:06:02.447,3,1545
2736,2,,2012-08-20T08:09:51.410,5,66
2737,2,,2012-08-20T18:10:37.643,0,1307
2740,2,,2012-08-21T06:54:03.740,0,369
2741,1,4,2012-08-22T02:57:09.437,5,157
2742,2,,2012-08-22T06:47:08.647,-1,905
2743,2,,2012-08-22T19:52:30.240,2,1114
2744,2,,2012-08-22T20:02:11.723,4,1114
2746,2,,2012-08-22T20:28:24.617,1,1307
2747,1,3,2012-08-23T01:20:34.757,5,295
2748,2,,2012-08-23T02:14:55.163,1,19
2749,1,2,2012-08-23T04:28:58.957,9,1450
2750,2,,2012-08-23T07:14:58.993,7,955
2751,2,,2012-08-23T13:47:32.537,11,2370
2752,1,3,2012-08-24T02:00:22.047,5,295
2753,2,,2012-08-24T09:23:47.463,7,4256
2754,2,,2012-08-24T16:32:43.380,3,642
2755,2,,2012-08-24T17:15:50.017,3,295
2756,1,3,2012-08-25T00:52:24.727,6,933
2757,1,3,2012-08-25T00:56:00.290,8,933
2758,2,,2012-08-25T03:37:22.797,8,5319
2759,2,,2012-08-25T10:32:18.107,3,1307
2760,1,2,2012-08-25T16:08:38.810,6,933
2761,2,,2012-08-25T21:52:05.503,6,2851
2762,2,,2012-08-27T02:42:43.273,9,1556
2763,2,,2012-08-27T06:35:13.720,2,81
2764,2,,2012-08-27T06:45:00.583,2,81
2765,2,,2012-08-27T17:24:55.007,3,2062
2766,2,,2012-08-27T19:41:21.697,4,404
2767,1,8,2012-08-27T19:51:46.270,14,933
2768,2,,2012-08-27T20:23:29.613,5,171
2769,2,,2012-08-27T22:44:44.380,5,4378
2770,2,,2012-08-28T02:14:33.600,4,81
2771,2,,2012-08-28T04:19:27.607,9,206
2772,1,4,2012-08-29T04:14:05.550,15,6139
2773,2,,2012-08-29T05:44:21.367,23,2062
2774,2,,2012-08-29T06:33:06.680,2,4494
2775,2,,2012-08-29T10:11:36.010,2,642
2776,2,,2012-08-29T14:10:07.837,6,2851
2777,2,,2012-08-29T14:14:17.720,13,2851
2778,2,,2012-08-29T20:55:15.620,3,71
2779,2,,2012-08-30T23:09:35.297,2,381
2780,1,2,2012-08-31T21:32:28.133,7,5951
2781,2,,2012-08-31T21:39:54.113,12,5070
2782,2,,2012-08-31T22:25:41.857,11,5319
2784,2,,2012-09-01T11:09:07.633,2,642
2785,2,,2012-09-02T06:15:00.267,2,121
2786,1,2,2012-09-02T09:57:48.077,2,147
2787,2,,2012-09-02T16:17:04.227,1,2851
2788,1,1,2012-09-02T22:46:31.347,7,183
2789,2,,2012-09-02T23:18:55.300,12,7198
2790,2,,2012-09-03T13:43:10.557,9,642
2791,1,2,2012-09-03T13:58:31.527,6,133
2792,1,1,2012-09-03T17:34:21.967,5,5951
2793,2,,2012-09-03T18:31:59.207,4,642
2794,2,,2012-09-03T18:43:57.797,1,121
2795,2,,2012-09-03T19:04:03.020,7,2370
2796,2,,2012-09-06T05:14:45.573,4,71
2797,1,3,2012-09-06T19:43:59.813,5,147
2798,2,,2012-09-06T20:27:39.553,8,502
2799,1,4,2012-09-07T11:24:54.057,6,1307
2800,2,,2012-09-07T12:52:08.770,2,19
2801,2,,2012-09-07T13:08:31.007,1,19
2802,2,,2012-09-08T01:05:43.900,1,2392
2803,1,4,2012-09-08T03:29:35.450,5,5951
2804,1,2,2012-09-08T04:24:24.103,2,7198
2805,1,3,2012-09-08T04:30:58.420,16,7198
2806,1,5,2012-09-08T05:13:35.720,6,7198
2807,1,4,2012-09-08T05:22:06.273,7,7198
2808,2,,2012-09-08T13:13:34.497,11,381
2809,2,,2012-09-08T14:09:41.087,22,1307
2810,2,,2012-09-08T14:20:06.113,2,1307
2812,2,,2012-09-08T14:48:27.033,5,454
2813,2,,2012-09-08T21:27:07.143,2,369
2814,2,,2012-09-08T23:51:04.820,1,128
2815,2,,2012-09-09T00:27:23.163,1,642
2816,2,,2012-09-09T18:36:48.393,0,1545
2817,1,1,2012-09-09T22:17:37.147,8,143
2818,2,,2012-09-10T06:42:59.070,3,381
2819,2,,2012-09-10T13:37:08.330,3,502
2820,1,5,2012-09-10T22:30:38.527,5,4513
2822,2,,2012-09-10T23:05:38.097,13,2062
2823,2,,2012-09-10T23:20:18.713,5,381
2824,1,3,2012-09-11T22:29:34.700,6,31
