CreationVote,CreationPost,VoteType,PostId
2015-09-27T00:00:00.000,2011-11-15T21:21:58.747,2,38
2011-12-09T00:00:00.000,2011-11-15T21:22:32.537,2,39
2012-01-16T00:00:00.000,2011-11-15T21:22:32.537,2,39
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-16T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-16T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-16T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-16T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-18T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-19T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-20T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-22T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-23T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-12-13T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-12-14T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-12-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-02-20T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-04-30T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-04-30T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-05-14T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-05-15T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-06-14T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-08-07T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-09-09T00:00:00.000,2011-11-15T21:25:54.713,2,44
2012-11-27T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-01-10T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-01-10T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-01-12T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-09-09T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-11-22T00:00:00.000,2011-11-15T21:25:54.713,2,44
2013-12-21T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-01-04T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-06-02T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-07-28T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-09-21T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-10-18T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-11-02T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-11-03T00:00:00.000,2011-11-15T21:25:54.713,2,44
2014-12-16T00:00:00.000,2011-11-15T21:25:54.713,2,44
2015-02-12T00:00:00.000,2011-11-15T21:25:54.713,2,44
2015-02-17T00:00:00.000,2011-11-15T21:25:54.713,2,44
2015-04-23T00:00:00.000,2011-11-15T21:25:54.713,2,44
2015-07-10T00:00:00.000,2011-11-15T21:25:54.713,2,44
2015-07-23T00:00:00.000,2011-11-15T21:25:54.713,2,44
2011-11-15T00:00:00.000,2011-11-15T21:44:38.723,2,60
2011-11-19T00:00:00.000,2011-11-15T21:44:38.723,2,60
2013-10-25T00:00:00.000,2011-11-15T21:44:38.723,2,60
2011-11-15T00:00:00.000,2011-11-15T21:45:05.360,2,61
2011-11-15T00:00:00.000,2011-11-15T21:45:05.360,2,61
2011-11-15T00:00:00.000,2011-11-15T21:45:05.360,2,61
