,index,AnsRank,Votes,Age_vot,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank
3689,1229,2,0.0,731,0.833333333333,-0.1,0.01,-0.8
3690,1229,3,0.0,731,0.857142857143,0.1,0.01,-0.7
3691,1229,4,0.0,731,0.8,0.0,0.0,-0.6
3692,1229,5,0.0,731,0.75,-0.1,0.01,-0.5
3693,1229,6,0.0,731,0.8,0.1,0.01,-0.4
3694,1229,7,0.0,731,0.666666666667,0.0,0.0,-0.3
3695,1229,8,0.0,731,0.5,0.0,0.0,-0.2
3696,1229,9,0.0,731,0.0,0.0,0.0,-0.1
3697,1230,1,1.0,1094,0.965517241379,0.0,0.0,-0.9
3698,1230,2,0.0,1094,0.833333333333,-0.1,0.01,-0.8
3699,1230,3,1.0,1094,0.833333333333,-0.1,0.01,-0.7
3700,1230,4,0.0,1094,0.857142857143,0.2,0.04,-0.6
3701,1230,5,0.0,1094,0.8,0.0,0.0,-0.5
3702,1230,6,0.0,1094,0.75,0.0,0.0,-0.4
3703,1230,7,0.0,1094,0.666666666667,0.0,0.0,-0.3
3704,1230,8,0.0,1094,0.5,0.0,0.0,-0.2
3705,1230,9,0.0,1094,0.0,0.0,0.0,-0.1
3706,1231,1,1.0,1248,0.966666666667,0.0,0.0,-0.9
3707,1231,2,0.0,1248,0.833333333333,-0.1,0.01,-0.8
3708,1231,3,0.0,1248,0.833333333333,-0.1,0.01,-0.7
3709,1231,4,0.0,1248,0.857142857143,0.2,0.04,-0.6
3710,1231,5,0.0,1248,0.8,0.0,0.0,-0.5
3711,1231,6,0.0,1248,0.75,0.0,0.0,-0.4
3712,1231,7,0.0,1248,0.666666666667,0.0,0.0,-0.3
3713,1231,8,0.0,1248,0.5,0.0,0.0,-0.2
3714,1231,9,0.0,1248,0.0,0.0,0.0,-0.1
3715,1232,1,0.0,1305,0.966666666667,0.0,0.0,-0.9
3716,1232,2,0.0,1305,0.833333333333,-0.2,0.04,-0.8
3717,1232,3,1.0,1305,0.857142857143,0.1,0.01,-0.7
3718,1232,4,0.0,1305,0.857142857143,0.1,0.01,-0.6
3719,1232,5,0.0,1305,0.8,0.0,0.0,-0.5
3720,1232,6,0.0,1305,0.75,0.0,0.0,-0.4
3721,1232,7,0.0,1305,0.666666666667,0.0,0.0,-0.3
3722,1232,8,0.0,1305,0.5,0.0,0.0,-0.2
3723,1232,9,0.0,1305,0.0,0.0,0.0,-0.1
3724,1233,1,1.0,1338,0.967741935484,0.0,0.0,-0.9
3725,1233,2,0.0,1338,0.833333333333,-0.2,0.04,-0.8
3726,1233,3,0.0,1338,0.857142857143,0.1,0.01,-0.7
3727,1233,4,0.0,1338,0.857142857143,0.1,0.01,-0.6
3728,1233,5,0.0,1338,0.8,0.0,0.0,-0.5
3729,1233,6,0.0,1338,0.75,0.0,0.0,-0.4
3730,1233,7,0.0,1338,0.666666666667,0.0,0.0,-0.3
3731,1233,8,0.0,1338,0.5,0.0,0.0,-0.2
3732,1233,9,0.0,1338,0.0,0.0,0.0,-0.1
3733,1234,1,1.0,1405,0.96875,0.0,0.0,-0.9
3734,1234,2,0.0,1405,0.833333333333,-0.2,0.04,-0.8
3735,1234,3,0.0,1405,0.857142857143,0.1,0.01,-0.7
3736,1234,4,0.0,1405,0.857142857143,0.1,0.01,-0.6
3737,1234,5,0.0,1405,0.8,0.0,0.0,-0.5
3738,1234,6,0.0,1405,0.75,0.0,0.0,-0.4
3739,1234,7,0.0,1405,0.666666666667,0.0,0.0,-0.3
3740,1234,8,0.0,1405,0.5,0.0,0.0,-0.2
3741,1234,9,0.0,1405,0.0,0.0,0.0,-0.1
3742,1235,1,1.0,1437,0.969696969697,0.0,0.0,-0.9
3743,1235,2,0.0,1437,0.833333333333,-0.2,0.04,-0.8
3744,1235,3,0.0,1437,0.857142857143,0.1,0.01,-0.7
3745,1235,4,0.0,1437,0.857142857143,0.1,0.01,-0.6
3746,1235,5,0.0,1437,0.8,0.0,0.0,-0.5
3747,1235,6,0.0,1437,0.75,0.0,0.0,-0.4
3748,1235,7,0.0,1437,0.666666666667,0.0,0.0,-0.3
3749,1235,8,0.0,1437,0.5,0.0,0.0,-0.2
3750,1235,9,0.0,1437,0.0,0.0,0.0,-0.1
3751,1236,1,1.0,1445,0.970588235294,0.0,0.0,-0.9
3752,1236,2,0.0,1445,0.833333333333,-0.2,0.04,-0.8
3753,1236,3,0.0,1445,0.857142857143,0.1,0.01,-0.7
3754,1236,4,0.0,1445,0.857142857143,0.1,0.01,-0.6
3755,1236,5,0.0,1445,0.8,0.0,0.0,-0.5
3756,1236,6,0.0,1445,0.75,0.0,0.0,-0.4
3757,1236,7,0.0,1445,0.666666666667,0.0,0.0,-0.3
3758,1236,8,0.0,1445,0.5,0.0,0.0,-0.2
3759,1236,9,0.0,1445,0.0,0.0,0.0,-0.1
3762,1239,1,0.0,1354,0.0,0.0,0.0,-0.666666666667
3763,1239,2,1.0,1354,0.0,0.0,0.0,-0.333333333333
3764,1240,1,1.0,1355,0.0,0.0,0.0,-0.75
3765,1240,2,1.0,1355,0.0,0.0,0.0,-0.5
3766,1240,3,0.0,1355,0.0,0.0,0.0,-0.25
3767,1241,1,4.0,1356,0.0,0.0,0.0,-0.75
3768,1241,2,0.0,1356,0.0,0.0,0.0,-0.5
3769,1241,3,0.0,1356,0.0,0.0,0.0,-0.25
3770,1242,1,2.0,1357,0.5,0.0,0.0,-0.75
3771,1242,2,0.0,1357,0.0,0.0,0.0,-0.5
3772,1242,3,0.0,1357,0.0,0.0,0.0,-0.25
3773,1243,1,1.0,1358,0.833333333333,0.0,0.0,-0.75
3774,1243,2,0.0,1358,0.0,0.0,0.0,-0.5
3775,1243,3,0.0,1358,0.0,0.0,0.0,-0.25
3776,1244,1,1.0,1359,0.875,0.0,0.0,-0.75
3777,1244,2,0.0,1359,0.0,0.0,0.0,-0.5
3778,1244,3,0.0,1359,0.0,0.0,0.0,-0.25
3779,1245,1,0.0,1426,0.875,0.0,0.0,-0.8
3780,1245,2,0.0,1426,0.0,0.0,0.0,-0.6
3781,1245,3,0.0,1426,0.0,0.0,0.0,-0.4
3782,1245,4,1.0,1426,0.0,0.0,0.0,-0.2
3791,1254,1,0.0,1286,0.583333333333,0.0,0.0,-0.666666666667
3792,1254,2,0.0,1286,0.5,0.0,0.0,-0.333333333333
3793,1255,1,1.0,1303,0.615384615385,0.0,0.0,-0.666666666667
3794,1255,2,0.0,1303,0.5,0.0,0.0,-0.333333333333
3795,1256,1,0.0,1333,-0.051282051282,-1.0,-0.333333333333,-0.666666666667
3796,1256,2,0.0,1333,-0.666666666667,-1.0,-0.333333333333,-0.333333333333
3797,1257,1,0.0,1334,-0.051282051282,-1.0,-0.5,-0.75
3798,1257,2,1.0,1334,-0.666666666667,-1.0,-0.5,-0.5
3799,1257,3,0.0,1334,-0.666666666667,-1.0,-0.5,-0.25
3802,1260,1,0.0,168,0.5,0.0,0.0,-0.666666666667
3803,1260,2,2.0,168,0.0,0.0,0.0,-0.333333333333
3804,1261,1,1.0,169,0.0,-0.333333333333,0.111111111111,-0.666666666667
3805,1261,2,0.0,169,0.5,0.333333333333,0.111111111111,-0.333333333333
3806,1262,1,1.0,171,0.666666666667,0.0,0.0,-0.666666666667
3807,1262,2,0.0,171,0.5,0.0,0.0,-0.333333333333
3808,1263,1,4.0,0,0.0,0.0,0.0,-0.666666666667
3809,1263,2,1.0,0,0.0,0.0,0.0,-0.333333333333
3810,1264,1,1.0,1,0.0,0.0,0.0,-0.666666666667
3811,1264,2,1.0,1,0.0,0.0,0.0,-0.333333333333
3812,1265,1,0.0,7,0.0,0.0,0.0,-0.75
3813,1265,2,0.0,7,0.0,0.0,0.0,-0.5
3814,1265,3,0.0,7,0.0,0.0,0.0,-0.25
3815,1266,1,1.0,68,0.8,0.0,0.0,-0.75
3816,1266,2,0.0,68,0.0,0.0,0.0,-0.5
3817,1266,3,0.0,68,0.0,0.0,0.0,-0.25
3818,1267,1,3.0,0,0.0,0.0,0.0,-0.666666666667
3819,1267,2,1.0,0,0.0,0.0,0.0,-0.333333333333
3820,1268,1,2.0,1,0.0,0.0,0.0,-0.666666666667
3821,1268,2,1.0,1,0.0,0.0,0.0,-0.333333333333
3822,1269,1,1.0,2,0.833333333333,0.0,0.0,-0.666666666667
3823,1269,2,1.0,2,0.75,0.0,0.0,-0.333333333333
3824,1270,1,1.0,4,0.875,0.0,0.0,-0.666666666667
3825,1270,2,0.0,4,0.75,0.0,0.0,-0.333333333333
3826,1271,1,0.0,9,0.875,0.0,0.0,-0.666666666667
3827,1271,2,1.0,9,0.8,0.0,0.0,-0.333333333333
3830,1274,1,0.0,42,0.0,-0.333333333333,0.111111111111,-0.666666666667
3831,1274,2,1.0,42,0.75,0.333333333333,0.111111111111,-0.333333333333
3836,1279,1,1.0,0,0.0,0.0,0.0,-0.75
3837,1279,2,1.0,0,0.0,0.0,0.0,-0.5
3838,1279,3,11.0,0,0.0,0.0,0.0,-0.25
3839,1280,1,2.0,1,0.0,0.0,0.0,-0.75
3840,1280,2,1.0,1,0.0,0.0,0.0,-0.5
3841,1280,3,1.0,1,0.0,0.0,0.0,-0.25
3842,1281,1,1.0,2,0.916666666667,0.0,0.0,-0.75
3843,1281,2,1.0,2,0.5,0.0,0.0,-0.5
3844,1281,3,1.0,2,0.5,0.0,0.0,-0.25
3845,1282,1,0.0,6,0.916666666667,0.0,0.0,-0.75
3846,1282,2,1.0,6,0.666666666667,0.0,0.0,-0.5
3847,1282,3,1.0,6,0.666666666667,0.0,0.0,-0.25
3848,1283,1,1.0,7,0.928571428571,0.0,0.0,-0.75
3849,1283,2,0.0,7,0.666666666667,0.0,0.0,-0.5
3850,1283,3,0.0,7,0.666666666667,0.0,0.0,-0.25
3851,1284,1,1.0,9,0.933333333333,0.0,0.0,-0.75
3852,1284,2,0.0,9,0.666666666667,0.0,0.0,-0.5
3853,1284,3,0.0,9,0.666666666667,0.0,0.0,-0.25
3854,1285,1,0.0,33,0.933333333333,0.0,0.0,-0.8
3855,1285,2,0.0,33,0.666666666667,0.0,0.0,-0.6
3856,1285,3,0.0,33,0.666666666667,0.0,0.0,-0.4
3857,1285,4,1.0,33,0.0,0.0,0.0,-0.2
3858,1286,1,1.0,34,0.9375,0.0,0.0,-0.8
3859,1286,2,1.0,34,0.75,0.0,0.0,-0.6
3860,1286,3,1.0,34,0.75,0.0,0.0,-0.4
3861,1286,4,0.0,34,0.0,0.0,0.0,-0.2
3862,1287,1,1.0,105,0.941176470588,0.0,0.0,-0.8
3863,1287,2,0.0,105,0.75,0.0,0.0,-0.6
3864,1287,3,0.0,105,0.75,0.0,0.0,-0.4
3865,1287,4,0.0,105,0.0,0.0,0.0,-0.2
3866,1288,1,1.0,108,0.944444444444,0.0,0.0,-0.8
3867,1288,2,0.0,108,0.75,0.0,0.0,-0.6
3868,1288,3,0.0,108,0.75,0.0,0.0,-0.4
3869,1288,4,0.0,108,0.0,0.0,0.0,-0.2
3870,1289,1,1.0,176,0.947368421053,0.0,0.0,-0.8
3871,1289,2,1.0,176,0.8,0.0,0.0,-0.6
3872,1289,3,1.0,176,0.8,0.0,0.0,-0.4
3873,1289,4,0.0,176,0.0,0.0,0.0,-0.2
3874,1290,1,1.0,411,0.95,0.0,0.0,-0.8
3875,1290,2,0.0,411,0.8,0.0,0.0,-0.6
3876,1290,3,0.0,411,0.8,0.0,0.0,-0.4
3877,1290,4,0.0,411,0.0,0.0,0.0,-0.2
3878,1291,1,1.0,800,0.952380952381,0.0,0.0,-0.8
3879,1291,2,0.0,800,0.8,0.0,0.0,-0.6
3880,1291,3,0.0,800,0.8,0.0,0.0,-0.4
3881,1291,4,0.0,800,0.0,0.0,0.0,-0.2
3882,1292,1,1.0,848,0.954545454545,0.0,0.0,-0.8
3883,1292,2,0.0,848,0.8,0.0,0.0,-0.6
3884,1292,3,0.0,848,0.8,0.0,0.0,-0.4
3885,1292,4,0.0,848,0.0,0.0,0.0,-0.2
3886,1293,1,1.0,863,0.95652173913,0.0,0.0,-0.8
3887,1293,2,0.0,863,0.8,0.0,0.0,-0.6
3888,1293,3,0.0,863,0.8,0.0,0.0,-0.4
3889,1293,4,0.0,863,0.0,0.0,0.0,-0.2
3900,1304,1,1.0,7,0.0,0.0,0.0,-0.666666666667
3901,1304,2,1.0,7,0.0,0.0,0.0,-0.333333333333
3902,1305,1,1.0,8,0.0,0.0,0.0,-0.666666666667
3903,1305,2,0.0,8,0.0,0.0,0.0,-0.333333333333
3904,1306,1,0.0,11,0.0,0.0,0.0,-0.75
3905,1306,2,1.0,11,0.0,0.0,0.0,-0.5
3906,1306,3,0.0,11,0.0,0.0,0.0,-0.25
3907,1307,1,1.0,12,0.0,0.0,0.0,-0.75
3908,1307,2,0.0,12,0.0,0.0,0.0,-0.5
3909,1307,3,0.0,12,0.0,0.0,0.0,-0.25
3910,1308,1,1.0,1,0.0,0.0,0.0,-0.75
3911,1308,2,1.0,1,0.0,0.0,0.0,-0.5
3912,1308,3,2.0,1,0.0,0.0,0.0,-0.25
3913,1309,1,1.0,2,0.0,0.0,0.0,-0.75
3914,1309,2,0.0,2,0.0,0.0,0.0,-0.5
3915,1309,3,0.0,2,0.0,0.0,0.0,-0.25
3916,1310,1,0.0,5,0.0,0.0,0.0,-0.8
3917,1310,2,0.0,5,0.0,0.0,0.0,-0.6
3918,1310,3,1.0,5,0.0,0.0,0.0,-0.4
3919,1310,4,0.0,5,0.0,0.0,0.0,-0.2
3920,1311,1,1.0,6,0.0,0.0,0.0,-0.8
3921,1311,2,0.0,6,0.0,0.0,0.0,-0.6
3922,1311,3,0.0,6,0.0,0.0,0.0,-0.4
3923,1311,4,0.0,6,0.0,0.0,0.0,-0.2
3924,1312,1,1.0,7,0.5,0.0,0.0,-0.8
3925,1312,2,0.0,7,0.0,0.0,0.0,-0.6
3926,1312,3,0.0,7,0.0,0.0,0.0,-0.4
3927,1312,4,0.0,7,0.0,0.0,0.0,-0.2
3928,1313,1,1.0,22,0.666666666667,0.0,0.0,-0.8
3929,1313,2,0.0,22,0.0,0.0,0.0,-0.6
3930,1313,3,0.0,22,0.0,0.0,0.0,-0.4
3931,1313,4,0.0,22,0.0,0.0,0.0,-0.2
3932,1314,1,1.0,40,0.75,0.0,0.0,-0.8
3933,1314,2,0.0,40,0.0,0.0,0.0,-0.6
3934,1314,3,0.0,40,0.0,0.0,0.0,-0.4
3935,1314,4,0.0,40,0.0,0.0,0.0,-0.2
3936,1315,1,1.0,41,0.8,0.0,0.0,-0.8
3937,1315,2,0.0,41,0.0,0.0,0.0,-0.6
3938,1315,3,0.0,41,0.0,0.0,0.0,-0.4
3939,1315,4,0.0,41,0.0,0.0,0.0,-0.2
3940,1316,1,0.0,67,0.8,0.0,0.0,-0.8
3941,1316,2,1.0,67,0.5,0.0,0.0,-0.6
3942,1316,3,0.0,67,0.0,0.0,0.0,-0.4
3943,1316,4,0.0,67,0.0,0.0,0.0,-0.2
3944,1317,1,1.0,104,0.833333333333,0.0,0.0,-0.8
3945,1317,2,0.0,104,0.5,0.0,0.0,-0.6
3946,1317,3,0.0,104,0.0,0.0,0.0,-0.4
3947,1317,4,0.0,104,0.0,0.0,0.0,-0.2
3948,1318,1,1.0,111,0.857142857143,0.0,0.0,-0.8
3949,1318,2,0.0,111,0.5,0.0,0.0,-0.6
3950,1318,3,0.0,111,0.0,0.0,0.0,-0.4
3951,1318,4,0.0,111,0.0,0.0,0.0,-0.2
3952,1319,1,1.0,172,0.875,0.0,0.0,-0.8
3953,1319,2,0.0,172,0.5,0.0,0.0,-0.6
3954,1319,3,0.0,172,0.0,0.0,0.0,-0.4
3955,1319,4,0.0,172,0.0,0.0,0.0,-0.2
3957,1321,1,1.0,1,0.0,0.0,0.0,-0.666666666667
3958,1321,2,1.0,1,0.0,0.0,0.0,-0.333333333333
3959,1322,1,0.0,2,0.0,0.0,0.0,-0.666666666667
3960,1322,2,0.0,2,0.0,0.0,0.0,-0.333333333333
3962,1324,1,0.0,40,0.0,0.0,0.0,-0.666666666667
3963,1324,2,1.0,40,0.0,0.0,0.0,-0.333333333333
3964,1325,1,1.0,41,0.0,0.0,0.0,-0.666666666667
3965,1325,2,0.0,41,0.0,0.0,0.0,-0.333333333333
3968,1328,1,0.0,17,0.8,0.0,0.0,-0.666666666667
3969,1328,2,1.0,17,0.0,0.0,0.0,-0.333333333333
3970,1329,1,1.0,18,0.857142857143,0.0,0.0,-0.666666666667
3971,1329,2,1.0,18,0.0,0.0,0.0,-0.333333333333
3972,1330,1,0.0,19,1.35714285714,0.0,0.0,-0.666666666667
3973,1330,2,0.0,19,0.5,0.0,0.0,-0.333333333333
3974,1331,1,2.0,150,1.375,0.0,0.0,-0.666666666667
3975,1331,2,0.0,150,0.5,0.0,0.0,-0.333333333333
3976,1332,1,1.0,151,1.38888888889,0.0,0.0,-0.666666666667
3977,1332,2,0.0,151,0.5,0.0,0.0,-0.333333333333
3978,1333,1,1.0,158,1.40909090909,0.0,0.0,-0.666666666667
3979,1333,2,0.0,158,0.5,0.0,0.0,-0.333333333333
3980,1334,1,0.0,224,1.57575757576,0.0,0.0,-0.666666666667
3981,1334,2,0.0,224,0.666666666667,0.0,0.0,-0.333333333333
4009,1362,1,1.0,4,0.75,0.0,0.0,-0.666666666667
4010,1362,2,0.0,4,0.5,0.0,0.0,-0.333333333333
4011,1363,1,1.0,5,0.8,0.0,0.0,-0.666666666667
4012,1363,2,0.0,5,0.5,0.0,0.0,-0.333333333333
4024,1375,1,1.0,7,0.875,0.0,0.0,-0.666666666667
4025,1375,2,1.0,7,0.0,0.0,0.0,-0.333333333333
4026,1376,1,0.0,8,0.875,0.0,0.0,-0.666666666667
4027,1376,2,1.0,8,0.0,0.0,0.0,-0.333333333333
4028,1377,1,0.0,43,0.875,0.0,0.0,-0.75
4029,1377,2,0.0,43,0.0,0.0,0.0,-0.5
4030,1377,3,1.0,43,0.0,0.0,0.0,-0.25
4031,1378,1,2.0,0,0.0,0.0,0.0,-0.666666666667
4032,1378,2,1.0,0,0.0,0.0,0.0,-0.333333333333
4033,1379,1,1.0,1,0.0,0.0,0.0,-0.8
4034,1379,2,1.0,1,0.0,0.0,0.0,-0.6
4035,1379,3,1.0,1,0.0,0.0,0.0,-0.4
4036,1379,4,1.0,1,0.0,0.0,0.0,-0.2
4037,1380,1,1.0,2,0.666666666667,0.0,0.0,-0.8
4038,1380,2,1.0,2,0.0,0.0,0.0,-0.6
4039,1380,3,0.0,2,0.0,0.0,0.0,-0.4
4040,1380,4,0.0,2,0.0,0.0,0.0,-0.2
4041,1381,1,0.0,3,0.666666666667,0.0,0.0,-0.8
4042,1381,2,1.0,3,0.5,0.0,0.0,-0.6
4043,1381,3,0.0,3,0.0,0.0,0.0,-0.4
4044,1381,4,0.0,3,0.0,0.0,0.0,-0.2
4045,1382,1,0.0,307,0.666666666667,0.0,0.0,-0.8
4046,1382,2,1.0,307,0.666666666667,0.0,0.0,-0.6
4047,1382,3,0.0,307,0.0,0.0,0.0,-0.4
4048,1382,4,0.0,307,0.0,0.0,0.0,-0.2
4050,1384,1,10.0,1,0.0,0.0,0.0,-0.666666666667
4051,1384,2,1.0,1,0.0,0.0,0.0,-0.333333333333
4052,1385,1,1.0,2,-0.5,-1.0,-0.333333333333,-0.666666666667
4053,1385,2,0.0,2,-0.5,-1.0,-0.333333333333,-0.333333333333
4054,1386,1,2.0,3,0.409090909091,-0.333333333333,-0.111111111111,-0.666666666667
4055,1386,2,0.0,3,-0.5,-0.666666666667,0.0,-0.333333333333
4056,1387,1,1.0,4,0.416666666667,-0.333333333333,-0.111111111111,-0.666666666667
4057,1387,2,0.0,4,-0.5,-0.666666666667,0.0,-0.333333333333
4058,1388,1,1.0,7,0.428571428571,-0.333333333333,-0.111111111111,-0.666666666667
4059,1388,2,0.0,7,-0.5,-0.666666666667,0.0,-0.333333333333
4060,1389,1,1.0,12,0.433333333333,-0.333333333333,-0.111111111111,-0.666666666667
4061,1389,2,0.0,12,-0.5,-0.666666666667,0.0,-0.333333333333
4062,1390,1,0.0,14,0.433333333333,0.0,0.0,-0.666666666667
4063,1390,2,1.0,14,0.166666666667,0.0,0.0,-0.333333333333
4064,1391,1,1.0,16,0.4375,0.0,0.0,-0.666666666667
4065,1391,2,0.0,16,0.166666666667,0.0,0.0,-0.333333333333
4066,1392,1,0.0,18,0.270833333333,0.0,0.0,-0.666666666667
4067,1392,2,1.0,18,0.0,0.0,0.0,-0.333333333333
4068,1393,1,1.0,34,0.274509803921,0.0,0.0,-0.666666666667
4069,1393,2,1.0,34,0.083333333333,0.0,0.0,-0.333333333333
4070,1394,1,1.0,36,0.277777777777,0.0,0.0,-0.666666666667
4071,1394,2,0.0,36,0.083333333333,0.0,0.0,-0.333333333333
4072,1395,1,1.0,44,0.280701754386,0.0,0.0,-0.666666666667
4073,1395,2,0.0,44,0.083333333333,0.0,0.0,-0.333333333333
4074,1396,1,1.0,75,0.283333333333,0.0,0.0,-0.666666666667
4075,1396,2,0.0,75,0.083333333333,0.0,0.0,-0.333333333333
4076,1397,1,0.0,80,0.95,0.0,0.0,-0.75
4077,1397,2,0.0,80,0.75,0.0,0.0,-0.5
4078,1397,3,0.0,80,0.666666666667,0.0,0.0,-0.25
4079,1398,1,1.0,81,0.285714285714,-0.25,-0.0625,-0.75
4080,1398,2,1.0,81,-0.666666666667,-0.75,0.1875,-0.5
4081,1398,3,0.0,81,0.083333333333,0.0,0.0,-0.25
4082,1399,1,1.0,114,0.287878787878,-0.25,-0.0625,-0.75
4083,1399,2,0.0,114,-0.666666666667,-0.75,0.1875,-0.5
4084,1399,3,0.0,114,0.083333333333,0.0,0.0,-0.25
4085,1400,1,1.0,260,0.289855072463,-0.25,-0.0625,-0.75
4086,1400,2,0.0,260,-0.666666666667,-0.75,0.1875,-0.5
4087,1400,3,0.0,260,0.083333333333,0.0,0.0,-0.25
4088,1401,1,1.0,285,0.291666666666,-0.25,-0.0625,-0.75
4089,1401,2,0.0,285,-0.666666666667,-0.75,0.1875,-0.5
4090,1401,3,0.0,285,0.083333333333,0.0,0.0,-0.25
4091,1402,1,1.0,708,0.293333333333,-0.25,-0.0625,-0.75
4092,1402,2,0.0,708,-0.666666666667,-0.75,0.1875,-0.5
4093,1402,3,0.0,708,0.083333333333,0.0,0.0,-0.25
4094,1403,1,0.0,725,0.293333333333,-0.25,-0.0625,-0.75
4095,1403,2,2.0,725,-0.166666666667,-0.75,0.1875,-0.5
4096,1403,3,0.0,725,0.083333333333,0.0,0.0,-0.25
4097,1404,1,1.0,750,0.294871794871,-0.25,-0.0625,-0.75
4098,1404,2,1.0,750,0.133333333333,-0.25,-0.0625,-0.5
4099,1404,3,0.0,750,-0.166666666667,-0.5,0.0,-0.25
4100,1405,1,1.0,769,0.296296296296,-0.25,-0.0625,-0.75
4101,1405,2,0.0,769,0.133333333333,-0.25,-0.0625,-0.5
4102,1405,3,0.0,769,-0.166666666667,-0.5,0.0,-0.25
4103,1406,1,1.0,920,0.297619047619,-0.25,-0.0625,-0.75
4104,1406,2,0.0,920,0.133333333333,-0.25,-0.0625,-0.5
4105,1406,3,0.0,920,-0.166666666667,-0.5,0.0,-0.25
4106,1407,1,1.0,974,0.298850574712,-0.25,-0.0625,-0.75
4107,1407,2,0.0,974,0.133333333333,-0.25,-0.0625,-0.5
4108,1407,3,0.0,974,-0.166666666667,-0.5,0.0,-0.25
4109,1408,1,4.0,1068,0.3,-0.25,-0.0625,-0.75
4110,1408,2,0.0,1068,0.133333333333,-0.25,-0.0625,-0.5
4111,1408,3,0.0,1068,-0.166666666667,-0.5,0.0,-0.25
4131,1428,1,0.0,363,0.909090909091,0.0,0.0,-0.666666666667
4132,1428,2,0.0,363,0.0,0.0,0.0,-0.333333333333
4133,1429,1,1.0,540,0.916666666667,0.0,0.0,-0.666666666667
4134,1429,2,0.0,540,0.0,0.0,0.0,-0.333333333333
4135,1430,1,1.0,737,0.923076923077,0.0,0.0,-0.666666666667
4136,1430,2,0.0,737,0.0,0.0,0.0,-0.333333333333
4137,1431,1,1.0,903,0.928571428571,0.0,0.0,-0.666666666667
4138,1431,2,0.0,903,0.0,0.0,0.0,-0.333333333333
4143,1436,1,5.0,0,0.0,0.0,0.0,-0.75
4144,1436,2,4.0,0,0.0,0.0,0.0,-0.5
4145,1436,3,3.0,0,0.0,0.0,0.0,-0.25
4146,1437,1,1.0,1,0.0,0.0,0.0,-0.75
4147,1437,2,1.0,1,0.0,0.0,0.0,-0.5
4148,1437,3,0.0,1,0.0,0.0,0.0,-0.25
4149,1438,1,1.0,5,0.833333333333,0.0,0.0,-0.75
4150,1438,2,0.0,5,0.0,0.0,0.0,-0.5
4151,1438,3,0.0,5,0.0,0.0,0.0,-0.25
4152,1439,1,1.0,36,0.857142857143,0.0,0.0,-0.75
4153,1439,2,0.0,36,0.0,0.0,0.0,-0.5
4154,1439,3,0.0,36,0.0,0.0,0.0,-0.25
4160,1445,1,1.0,2,0.833333333333,0.0,0.0,-0.666666666667
4161,1445,2,1.0,2,0.0,0.0,0.0,-0.333333333333
4162,1446,1,0.0,3,0.833333333333,0.0,0.0,-0.666666666667
4163,1446,2,0.0,3,0.0,0.0,0.0,-0.333333333333
4164,1447,1,0.0,4,0.0,-0.25,0.0625,-0.75
4165,1447,2,0.0,4,0.833333333333,0.25,0.0625,-0.5
4166,1447,3,0.0,4,0.0,0.0,0.0,-0.25
4167,1448,1,0.0,5,0.833333333333,0.0,0.0,-0.75
4168,1448,2,0.0,5,0.0,0.0,0.0,-0.5
4169,1448,3,1.0,5,0.0,0.0,0.0,-0.25
4170,1449,1,0.0,7,0.333333333333,-0.25,-0.0625,-0.75
4171,1449,2,0.0,7,-0.5,-0.75,0.1875,-0.5
4172,1449,3,1.0,7,0.0,0.0,0.0,-0.25
4173,1450,1,0.0,11,0.333333333333,-0.25,-0.0625,-0.75
4174,1450,2,0.0,11,-0.5,-0.75,0.1875,-0.5
4175,1450,3,1.0,11,0.166666666667,0.0,0.0,-0.25
4176,1451,1,1.0,35,0.375,-0.25,-0.0625,-0.75
4177,1451,2,0.0,35,-0.5,-0.75,0.1875,-0.5
4178,1451,3,0.0,35,0.166666666667,0.0,0.0,-0.25
4179,1452,1,1.0,513,0.388888888889,-0.25,-0.0625,-0.75
4180,1452,2,0.0,513,-0.5,-0.75,0.1875,-0.5
4181,1452,3,0.0,513,0.166666666667,0.0,0.0,-0.25
4182,1453,1,1.0,796,0.4,-0.25,-0.0625,-0.75
4183,1453,2,0.0,796,-0.5,-0.75,0.1875,-0.5
4184,1453,3,0.0,796,0.166666666667,0.0,0.0,-0.25
4185,1454,1,0.0,846,0.4,0.0,0.0,-0.75
4186,1454,2,1.0,846,0.3,0.0,0.0,-0.5
4187,1454,3,0.0,846,0.166666666667,0.0,0.0,-0.25
4188,1455,1,0.0,858,0.4,0.0,0.0,-0.75
4189,1455,2,1.0,858,0.25,-0.25,0.0625,-0.5
4190,1455,3,0.0,858,0.3,0.25,0.0625,-0.25
4191,1456,1,0.0,874,0.4,0.0,0.0,-0.75
4192,1456,2,1.0,874,0.3,0.0,0.0,-0.5
4193,1456,3,0.0,874,0.3,0.0,0.0,-0.25
4194,1457,1,1.0,886,0.409090909091,0.0,0.0,-0.75
4195,1457,2,0.0,886,0.3,0.0,0.0,-0.5
4196,1457,3,0.0,886,0.3,0.0,0.0,-0.25
4197,1458,1,0.0,1054,0.109090909091,-0.25,-0.0625,-0.75
4198,1458,2,1.0,1054,-0.133333333333,-0.75,0.1875,-0.5
4199,1458,3,0.0,1054,0.0,0.0,0.0,-0.25
4203,1462,1,0.0,4,0.5,0.0,0.0,-0.666666666667
4204,1462,2,4.0,4,0.0,0.0,0.0,-0.333333333333
