,QuestionId,Age
1617,836.0,1299
1618,836.0,1302
1619,839.0,0
1620,839.0,1
1621,839.0,2
1622,839.0,4
1623,848.0,0
1624,848.0,1
1625,848.0,4
1626,849.0,4
1627,849.0,5
1628,849.0,6
1629,849.0,158
1630,849.0,417
1631,849.0,418
1632,849.0,531
1633,849.0,857
1634,849.0,1299
1635,849.0,1348
1636,854.0,993
1637,854.0,994
1638,854.0,1139
1639,857.0,0
1640,857.0,1
1641,857.0,2
1642,857.0,3
1643,857.0,4
1644,857.0,5
1645,857.0,6
1646,857.0,9
1647,865.0,2
1648,865.0,3
1649,865.0,6
1650,870.0,5
1651,870.0,6
1652,875.0,0
1653,875.0,1
1654,888.0,0
1655,888.0,1
1656,888.0,2
1657,888.0,21
1658,900.0,0
1659,900.0,1
1660,900.0,2
1661,900.0,3
1662,900.0,30
1663,900.0,31
1664,900.0,367
1665,900.0,368
1666,900.0,400
1667,900.0,423
1668,900.0,434
1669,900.0,1115
1670,900.0,1352
1671,910.0,1
1672,910.0,2
1673,910.0,3
1674,913.0,0
1675,913.0,1
1676,913.0,2
1677,913.0,31
1678,913.0,55
1679,913.0,56
1680,913.0,57
1681,913.0,135
1682,913.0,141
1683,913.0,153
1684,913.0,333
1685,913.0,777
1686,913.0,837
1687,913.0,920
1688,913.0,1087
1689,913.0,1093
1690,913.0,1098
1691,913.0,1225
1692,913.0,1226
1693,913.0,1269
1694,913.0,1280
1695,913.0,1305
1696,913.0,1353
1697,914.0,1325
1698,914.0,1341
1699,917.0,155
1700,917.0,156
1701,917.0,1163
1702,918.0,1
1703,918.0,2
1704,918.0,22
1705,918.0,100
1706,918.0,322
1707,918.0,323
1708,918.0,335
1709,918.0,384
1710,918.0,385
1711,918.0,692
1712,918.0,693
1713,918.0,1340
1714,918.0,1342
1715,918.0,1343
1716,924.0,0
1717,924.0,1
1718,924.0,2
1719,924.0,9
1720,924.0,20
1721,924.0,269
1722,924.0,1337
1723,933.0,1
1724,933.0,2
1725,933.0,3
1726,935.0,958
1727,935.0,959
1728,965.0,1
1729,965.0,2
1730,965.0,4
1731,965.0,10
1732,969.0,1
1733,970.0,1
1734,970.0,2
1735,974.0,0
1736,974.0,1
1737,974.0,12
1738,974.0,703
1739,980.0,3
1740,980.0,4
1741,980.0,46
1742,980.0,47
1743,980.0,341
1744,980.0,523
1745,980.0,841
1746,980.0,898
1747,980.0,943
1748,980.0,944
1749,980.0,945
1750,980.0,951
1751,987.0,224
1752,987.0,748
1753,992.0,0
1754,992.0,1
1755,992.0,3
1756,997.0,0
1757,997.0,1
1758,997.0,3
1759,1004.0,408
1760,1004.0,476
1761,1004.0,697
1762,1039.0,5
1763,1039.0,95
1764,1042.0,129
1765,1042.0,132
1766,1048.0,0
1767,1048.0,1
1768,1048.0,3
1769,1048.0,4
1770,1048.0,5
1771,1048.0,8
1772,1051.0,1
1773,1051.0,2
1774,1056.0,0
1775,1056.0,1
1776,1056.0,2
1777,1056.0,3
1778,1056.0,8
1779,1056.0,12
1780,1057.0,0
1781,1057.0,1
1782,1063.0,68
1783,1063.0,69
1784,1063.0,336
1785,1067.0,0
1786,1067.0,1
1787,1067.0,2
1788,1071.0,0
1789,1071.0,1
1790,1071.0,2
1791,1071.0,4
1792,1071.0,10
1793,1071.0,37
1794,1071.0,48
1795,1071.0,91
1796,1071.0,168
1797,1071.0,169
1798,1071.0,245
1799,1071.0,524
1800,1071.0,1076
1801,1071.0,1077
1802,1071.0,1078
1803,1071.0,1168
1804,1071.0,1169
1805,1071.0,1180
1806,1071.0,1197
1807,1071.0,1198
1808,1071.0,1202
1809,1071.0,1203
1810,1071.0,1205
1811,1071.0,1212
1812,1076.0,0
1813,1076.0,1
1814,1076.0,2
1815,1076.0,26
1816,1077.0,0
1817,1077.0,1
1818,1078.0,72
1819,1080.0,3
1820,1080.0,4
1821,1094.0,2
1822,1094.0,3
1823,1094.0,7
1824,1096.0,0
1825,1096.0,1
1826,1096.0,2
1827,1099.0,0
1828,1099.0,1
1829,1099.0,4
1830,1099.0,245
1831,1099.0,246
1832,1099.0,618
1833,1099.0,631
1834,1099.0,776
1835,1099.0,777
1836,1099.0,937
1837,1099.0,939
1838,1099.0,941
1839,1099.0,1009
1840,1108.0,1
1841,1108.0,2
1842,1108.0,67
1843,1108.0,532
1844,1108.0,533
1845,1120.0,12
1846,1123.0,0
1847,1123.0,1
1848,1123.0,2
1849,1123.0,5
1850,1123.0,16
1851,1123.0,48
1852,1123.0,49
1853,1123.0,54
1854,1123.0,336
1855,1129.0,238
1856,1137.0,1
1857,1137.0,2
1858,1137.0,3
1859,1137.0,10
1860,1137.0,23
1861,1137.0,942
1862,1137.0,943
1863,1137.0,944
1864,1139.0,1
1865,1139.0,2
1866,1139.0,3
1867,1139.0,6
1868,1149.0,2
1869,1149.0,3
1870,1149.0,4
1871,1149.0,5
1872,1149.0,15
1873,1151.0,1
1874,1151.0,2
1875,1151.0,6
1876,1156.0,1
1877,1156.0,2
1878,1163.0,0
1879,1163.0,1
1880,1163.0,4
1881,1163.0,8
1882,1163.0,9
1883,1180.0,1
1884,1180.0,2
1885,1180.0,3
1886,1181.0,6
1887,1181.0,7
1888,1181.0,9
1889,1183.0,1
1890,1208.0,1
1891,1208.0,2
1892,1208.0,3
1893,1219.0,11
1894,1219.0,12
1895,1219.0,48
1896,1219.0,602
1897,1219.0,1056
1898,1229.0,1400
1899,1233.0,0
1900,1233.0,1
1901,1233.0,2
1902,1235.0,3
1903,1235.0,4
1904,1235.0,7
1905,1235.0,8
1906,1235.0,36
1907,1235.0,38
1908,1235.0,39
1909,1235.0,95
1910,1235.0,285
1911,1235.0,287
1912,1235.0,311
1913,1235.0,474
1914,1235.0,635
1915,1235.0,848
1916,1235.0,1203
1917,1235.0,1204
1918,1235.0,1253
1919,1235.0,1286
1920,1235.0,1287
1921,1235.0,1288
1922,1235.0,1289
1923,1241.0,2
1924,1241.0,3
1925,1241.0,4
1926,1241.0,7
1927,1251.0,2
1928,1253.0,0
1929,1253.0,1
1930,1253.0,2
1931,1253.0,8
1932,1253.0,20
1933,1253.0,43
1934,1255.0,0
1935,1255.0,1
1936,1255.0,2
1937,1255.0,3
1938,1266.0,1
1939,1266.0,2
1940,1266.0,3
1941,1266.0,4
1942,1266.0,58
1943,1266.0,142
1944,1266.0,605
1945,1266.0,606
1946,1266.0,991
1947,1266.0,1339
1948,1268.0,1
1949,1268.0,2
1950,1268.0,9
1951,1268.0,281
1952,1268.0,885
1953,1273.0,0
1954,1273.0,1
1955,1273.0,2
1956,1273.0,200
1957,1273.0,364
1958,1273.0,442
1959,1273.0,571
1960,1273.0,680
1961,1273.0,683
1962,1273.0,988
1963,1273.0,1290
1964,1273.0,1291
1965,1273.0,1316
1966,1273.0,1350
1967,1273.0,1390
1968,1273.0,1393
1969,1279.0,2
1970,1279.0,3
1971,1279.0,49
1972,1279.0,1192
1973,1279.0,1193
1974,1279.0,1194
1975,1279.0,1274
1976,1280.0,10
1977,1280.0,11
1978,1280.0,398
1979,1280.0,494
1980,1280.0,1086
1981,1280.0,1087
1982,1285.0,4
1983,1285.0,699
1984,1287.0,0
1985,1287.0,1
1986,1301.0,0
1987,1301.0,1
1988,1301.0,2
1989,1301.0,3
1990,1301.0,4
1991,1301.0,150
1992,1301.0,174
1993,1301.0,248
1994,1301.0,318
1995,1301.0,319
1996,1301.0,320
1997,1301.0,324
1998,1301.0,328
1999,1301.0,472
2000,1301.0,914
2001,1301.0,1225
2002,1308.0,5
2003,1311.0,0
2004,1311.0,1
2005,1311.0,2
2006,1311.0,5
2007,1311.0,495
2008,1323.0,0
2009,1323.0,1
2010,1323.0,2
2011,1323.0,3
2012,1323.0,4
2013,1323.0,99
2014,1323.0,110
2015,1323.0,812
2016,1323.0,813
2017,1323.0,1112
2018,1325.0,210
2019,1325.0,211
2020,1325.0,214
2021,1325.0,237
2022,1325.0,471
2023,1325.0,472
2024,1325.0,474
2025,1325.0,484
2026,1325.0,489
2027,1325.0,842
2028,1325.0,846
2029,1327.0,951
2030,1327.0,952
2031,1327.0,1068
2032,1327.0,1069
2033,1327.0,1104
2034,1328.0,0
2035,1328.0,1
2036,1328.0,4
2037,1329.0,0
2038,1329.0,1
2039,1329.0,2
2040,1329.0,4
2041,1329.0,48
2042,1331.0,0
2043,1331.0,1
2044,1331.0,2
2045,1331.0,981
2046,1350.0,7
2047,1350.0,8
2048,1350.0,9
2049,1350.0,11
2050,1350.0,12
2051,1357.0,0
2052,1357.0,1
2053,1357.0,3
2054,1359.0,0
2055,1359.0,1
2056,1359.0,8
2057,1359.0,124
2058,1359.0,523
2059,1359.0,524
2060,1359.0,528
2061,1359.0,529
2062,1359.0,609
2063,1359.0,610
2064,1362.0,0
2065,1362.0,1
2066,1362.0,4
2067,1362.0,137
2068,1362.0,856
2069,1362.0,857
2070,1362.0,858
2071,1362.0,871
2072,1375.0,1
2073,1375.0,2
2074,1375.0,3
2075,1384.0,418
2076,1384.0,419
2077,1384.0,421
2078,1390.0,1
2079,1390.0,2
2080,1390.0,3
2081,1392.0,386
2082,1392.0,387
2083,1392.0,388
2084,1395.0,0
2085,1395.0,1
2086,1395.0,91
2087,1395.0,287
2088,1395.0,784
2089,1395.0,785
2090,1395.0,786
2091,1395.0,788
2092,1395.0,802
2093,1395.0,803
2094,1406.0,1
2095,1406.0,2
2096,1406.0,4
2097,1407.0,11
2098,1407.0,12
2099,1407.0,52
2100,1407.0,71
2101,1415.0,1
2102,1415.0,2
2103,1415.0,36
2104,1417.0,17
2105,1417.0,18
2106,1417.0,143
2107,1422.0,1
2108,1422.0,2
2109,1422.0,18
2110,1427.0,0
2111,1431.0,578
2112,1431.0,579
2113,1433.0,0
2114,1434.0,0
2115,1435.0,113
2116,1435.0,114
2117,1435.0,177
2118,1435.0,186
2119,1435.0,286
2120,1435.0,540
2121,1435.0,543
2122,1435.0,554
2123,1435.0,555
2124,1435.0,695
2125,1435.0,746
2126,1435.0,834
2127,1435.0,1264
2128,1435.0,1318
2129,1435.0,1320
2130,1450.0,0
2131,1450.0,1
2132,1456.0,133
2133,1456.0,286
2134,1456.0,385
2135,1456.0,689
2136,1456.0,817
2137,1460.0,11
2138,1460.0,12
2139,1460.0,13
2140,1460.0,14
2141,1460.0,34
2142,1460.0,35
2143,1467.0,2
2144,1467.0,3
2145,1467.0,560
2146,1467.0,561
2147,1472.0,400
2148,1472.0,401
2149,1474.0,119
2150,1474.0,120
2151,1474.0,177
2152,1474.0,178
2153,1474.0,190
2154,1474.0,297
2155,1474.0,298
2156,1474.0,299
2157,1474.0,303
2158,1474.0,593
2159,1474.0,601
2160,1474.0,694
2161,1474.0,1028
2162,1474.0,1058
2163,1475.0,809
2164,1475.0,810
2165,1475.0,864
2166,1475.0,887
2167,1475.0,888
2168,1475.0,889
2169,1475.0,890
2170,1475.0,1331
2171,1499.0,1
2172,1504.0,556
2173,1504.0,557
2174,1506.0,0
2175,1506.0,1
2176,1506.0,2
2177,1506.0,64
2178,1506.0,97
2179,1507.0,0
2180,1507.0,1
2181,1508.0,622
2182,1508.0,623
2183,1508.0,625
2184,1508.0,626
2185,1508.0,637
2186,1508.0,664
2187,1508.0,666
2188,1508.0,667
2189,1509.0,1
2190,1509.0,2
2191,1509.0,3
2192,1511.0,0
2193,1511.0,1
2194,1520.0,8
2195,1520.0,9
2196,1520.0,10
2197,1520.0,70
2198,1521.0,8
2199,1521.0,26
2200,1524.0,1
2201,1524.0,2
2202,1524.0,3
2203,1524.0,5
2204,1524.0,859
2205,1528.0,1
2206,1528.0,2
2207,1528.0,3
2208,1530.0,0
2209,1530.0,1
2210,1554.0,0
2211,1557.0,641
2212,1558.0,39
2213,1558.0,66
2214,1559.0,0
2215,1559.0,1
2216,1559.0,2
2217,1559.0,3
2218,1563.0,1
2219,1564.0,1
2220,1564.0,2
2221,1564.0,4
2222,1565.0,0
2223,1565.0,1
2224,1565.0,2
2225,1566.0,1
2226,1566.0,2
2227,1575.0,1
2228,1575.0,2
2229,1575.0,3
2230,1575.0,370
2231,1581.0,1
2232,1581.0,2
2233,1581.0,3
2234,1581.0,92
2235,1581.0,813
2236,1581.0,814
2237,1581.0,815
2238,1581.0,816
2239,1581.0,818
2240,1581.0,819
2241,1581.0,832
2242,1581.0,835
2243,1581.0,869
2244,1581.0,1166
2245,1581.0,1172
2246,1581.0,1174
2247,1584.0,0
2248,1584.0,1
2249,1590.0,0
2250,1590.0,1
2251,1590.0,16
2252,1590.0,133
2253,1590.0,134
2254,1593.0,1
2255,1593.0,2
2256,1593.0,3
2257,1595.0,1
2258,1595.0,2
2259,1595.0,180
2260,1596.0,2
2261,1600.0,0
2262,1600.0,1
2263,1600.0,2
2264,1600.0,3
2265,1600.0,5
2266,1600.0,15
2267,1600.0,37
2268,1612.0,1
2269,1612.0,2
2270,1612.0,3
2271,1612.0,92
2272,1614.0,2
2273,1615.0,1
2274,1615.0,2
2275,1615.0,3
2276,1615.0,134
2277,1625.0,475
2278,1625.0,613
2279,1625.0,614
2280,1636.0,1
2281,1636.0,2
2282,1636.0,3
2283,1643.0,8
2284,1643.0,9
2285,1644.0,0
2286,1644.0,1
2287,1654.0,0
2288,1654.0,1
2289,1654.0,2
2290,1661.0,0
2291,1661.0,1
2292,1661.0,3
2293,1661.0,31
2294,1661.0,118
2295,1662.0,1244
2296,1662.0,1245
2297,1662.0,1246
2298,1662.0,1250
2299,1666.0,773
2300,1674.0,4
2301,1674.0,5
2302,1674.0,6
2303,1674.0,8
2304,1678.0,1
2305,1684.0,0
2306,1684.0,1
2307,1684.0,2
2308,1684.0,797
2309,1684.0,911
2310,1690.0,1
2311,1690.0,2
2312,1690.0,3
2313,1690.0,231
2314,1690.0,232
2315,1690.0,241
2316,1690.0,258
2317,1690.0,259
2318,1691.0,2
2319,1691.0,3
2320,1691.0,4
2321,1693.0,0
2322,1693.0,1
2323,1693.0,2
2324,1693.0,88
2325,1693.0,105
2326,1693.0,434
2327,1693.0,671
2328,1693.0,1050
2329,1694.0,0
2330,1694.0,1
2331,1694.0,4
2332,1695.0,3
2333,1695.0,4
2334,1695.0,269
2335,1695.0,270
2336,1695.0,279
2337,1695.0,454
2338,1695.0,468
2339,1695.0,469
2340,1695.0,470
2341,1695.0,565
2342,1695.0,1126
2343,1696.0,0
2344,1696.0,1
2345,1696.0,3
2346,1696.0,418
2347,1696.0,419
2348,1696.0,420
2349,1711.0,431
2350,1711.0,432
2351,1712.0,3
2352,1712.0,4
2353,1728.0,21
2354,1728.0,22
2355,1728.0,279
2356,1728.0,851
2357,1728.0,1061
2358,1728.0,1101
2359,1728.0,1107
2360,1728.0,1247
2361,1728.0,1248
2362,1728.0,1249
2363,1729.0,0
2364,1729.0,1
2365,1733.0,2
2366,1733.0,3
2367,1734.0,959
2368,1735.0,0
2369,1735.0,1
2370,1735.0,2
2371,1735.0,3
2372,1736.0,1
2373,1736.0,2
2374,1743.0,0
2375,1743.0,1
2376,1745.0,356
2377,1745.0,357
2378,1747.0,0
2379,1751.0,2
2380,1754.0,0
2381,1754.0,1
2382,1754.0,2
2383,1754.0,3
2384,1754.0,112
2385,1755.0,1
2386,1755.0,2
2387,1755.0,3
2388,1755.0,13
2389,1755.0,14
2390,1755.0,354
2391,1755.0,1021
2392,1755.0,1029
2393,1755.0,1170
2394,1755.0,1171
2395,1766.0,0
2396,1766.0,1
2397,1767.0,1
2398,1774.0,1
2399,1774.0,2
2400,1774.0,3
2401,1774.0,7
2402,1778.0,0
2403,1778.0,1
2404,1787.0,0
2405,1787.0,1
2406,1787.0,3
2407,1787.0,4
2408,1787.0,5
2409,1790.0,1
2410,1790.0,2
2411,1790.0,3
2412,1790.0,5
2413,1790.0,12
2414,1790.0,28
2415,1790.0,35
2416,1790.0,405
2417,1790.0,650
2418,1790.0,771
2419,1790.0,943
2420,1790.0,945
2421,1790.0,948
2422,1790.0,977
2423,1790.0,978
2424,1790.0,1225
2425,1790.0,1245
2426,1793.0,0
2427,1793.0,1
2428,1793.0,2
2429,1793.0,6
2430,1793.0,8
2431,1793.0,10
2432,1793.0,316
2433,1793.0,799
2434,1793.0,802
2435,1793.0,831
2436,1800.0,1
2437,1800.0,2
2438,1800.0,3
2439,1800.0,4
2440,1800.0,5
2441,1800.0,7
2442,1800.0,10
2443,1800.0,22
2444,1800.0,66
2445,1800.0,192
2446,1800.0,349
2447,1800.0,1004
2448,1800.0,1270
2449,1800.0,1383
2450,1800.0,1384
2451,1809.0,0
2452,1809.0,1
2453,1814.0,0
2454,1814.0,1
2455,1814.0,2
2456,1820.0,0
2457,1820.0,1
2458,1826.0,8
2459,1826.0,9
2460,1826.0,383
2461,1826.0,506
2462,1826.0,507
2463,1826.0,534
2464,1826.0,758
2465,1826.0,976
2466,1826.0,1035
2467,1826.0,1108
2468,1826.0,1282
2469,1826.0,1294
2470,1826.0,1308
2471,1826.0,1313
2472,1826.0,1314
2473,1828.0,832
2474,1830.0,1
2475,1830.0,2
2476,1830.0,3
2477,1830.0,8
2478,1830.0,243
2479,1834.0,1
2480,1834.0,2
2481,1834.0,4
2482,1834.0,96
2483,1834.0,111
2484,1840.0,1
2485,1840.0,2
2486,1840.0,7
2487,1840.0,8
2488,1840.0,10
2489,1840.0,53
2490,1840.0,54
2491,1840.0,55
2492,1840.0,59
2493,1840.0,98
2494,1840.0,154
2495,1840.0,654
2496,1840.0,681
2497,1840.0,717
2498,1840.0,821
2499,1840.0,1054
2500,1840.0,1117
2501,1840.0,1202
2502,1840.0,1276
2503,1840.0,1277
2504,1840.0,1278
2505,1840.0,1316
2506,1846.0,0
2507,1846.0,1
2508,1846.0,2
2509,1846.0,6
2510,1846.0,11
2511,1851.0,0
2512,1851.0,1
2513,1851.0,2
2514,1851.0,3
2515,1855.0,0
2516,1855.0,1
2517,1855.0,2
2518,1855.0,3
2519,1855.0,446
2520,1855.0,574
2521,1862.0,1
2522,1862.0,9
2523,1865.0,1
2524,1865.0,2
2525,1865.0,4
2526,1865.0,8
2527,1865.0,9
2528,1865.0,23
2529,1871.0,1
2530,1871.0,2
2531,1871.0,103
2532,1871.0,273
2533,1871.0,1237
2534,1871.0,1246
2535,1871.0,1247
2536,1871.0,1248
2537,1871.0,1249
2538,1875.0,43
2539,1875.0,44
2540,1882.0,752
2541,1882.0,753
2542,1883.0,1200
2543,1883.0,1201
2544,1886.0,0
2545,1886.0,1
2546,1886.0,3
2547,1890.0,1
2548,1891.0,1
2549,1891.0,2
2550,1891.0,3
2551,1891.0,4
2552,1891.0,1002
2553,1891.0,1152
2554,1891.0,1374
2555,1915.0,0
2556,1915.0,1
2557,1915.0,2
2558,1920.0,28
2559,1926.0,0
2560,1926.0,1
2561,1926.0,2
2562,1930.0,0
2563,1930.0,1
2564,1930.0,2
2565,1930.0,23
2566,1930.0,27
2567,1931.0,0
2568,1931.0,1
2569,1931.0,2
2570,1933.0,890
2571,1943.0,0
2572,1943.0,1
2573,1943.0,2
2574,1950.0,52
2575,1950.0,53
2576,1950.0,702
2577,1950.0,1141
2578,1950.0,1142
2579,1950.0,1290
2580,1954.0,659
2581,1954.0,660
2582,1954.0,661
2583,1957.0,0
2584,1957.0,1
2585,1957.0,2
2586,1957.0,5
2587,1960.0,85
2588,1960.0,86
2589,1960.0,820
2590,1964.0,353
2591,1965.0,0
2592,1965.0,1
2593,1965.0,2
2594,1965.0,3
2595,1965.0,7
2596,1969.0,0
2597,1969.0,1
2598,1969.0,2
2599,1969.0,6
2600,1969.0,16
2601,1969.0,22
2602,1969.0,23
2603,1969.0,34
2604,1969.0,38
2605,1969.0,49
2606,1969.0,50
2607,1969.0,51
2608,1969.0,52
2609,1969.0,69
2610,1969.0,156
2611,1969.0,160
2612,1969.0,219
2613,1969.0,399
2614,1969.0,461
2615,1969.0,462
2616,1969.0,653
2617,1969.0,784
2618,1969.0,785
2619,1969.0,786
2620,1969.0,787
2621,1969.0,788
2622,1969.0,790
2623,1969.0,791
2624,1969.0,792
2625,1969.0,833
2626,1969.0,834
2627,1969.0,835
2628,1969.0,848
2629,1969.0,860
2630,1969.0,874
2631,1977.0,0
2632,1977.0,1
2633,1977.0,2
2634,1977.0,5
2635,1977.0,59
2636,1977.0,87
2637,1977.0,88
2638,1980.0,0
2639,1980.0,1
2640,1988.0,1
2641,1988.0,2
2642,1988.0,3
2643,1998.0,1
2644,1998.0,2
2645,1998.0,100
2646,2003.0,0
2647,2003.0,1
2648,2003.0,2
2649,2003.0,92
2650,2003.0,327
2651,2014.0,6
2652,2023.0,1
2653,2023.0,2
2654,2023.0,3
2655,2023.0,4
2656,2023.0,1230
2657,2031.0,0
2658,2031.0,1
2659,2032.0,1
2660,2032.0,2
2661,2032.0,1035
2662,2036.0,0
2663,2036.0,1
2664,2036.0,2
2665,2036.0,3
2666,2036.0,10
2667,2036.0,189
2668,2045.0,1
2669,2045.0,2
2670,2045.0,3
2671,2045.0,4
2672,2045.0,5
2673,2045.0,6
2674,2045.0,57
2675,2045.0,294
2676,2045.0,295
2677,2045.0,296
2678,2045.0,308
2679,2045.0,338
2680,2045.0,496
2681,2045.0,1018
2682,2045.0,1028
2683,2045.0,1030
2684,2045.0,1262
2685,2049.0,1
2686,2049.0,2
2687,2049.0,6
2688,2049.0,528
2689,2054.0,13
2690,2054.0,14
2691,2054.0,1200
2692,2054.0,1201
2693,2062.0,1000
2694,2065.0,0
2695,2065.0,1
2696,2065.0,2
2697,2065.0,3
2698,2065.0,34
2699,2065.0,261
2700,2065.0,528
2701,2067.0,0
2702,2067.0,1
2703,2067.0,2
2704,2067.0,8
2705,2067.0,421
2706,2067.0,517
2707,2075.0,15
2708,2075.0,16
2709,2075.0,60
2710,2075.0,421
2711,2078.0,1
2712,2078.0,2
2713,2078.0,15
2714,2079.0,0
2715,2079.0,1
2716,2079.0,2
2717,2079.0,5
2718,2079.0,8
2719,2079.0,9
2720,2079.0,13
2721,2079.0,21
2722,2079.0,331
2723,2079.0,332
2724,2079.0,398
2725,2079.0,483
2726,2079.0,521
2727,2079.0,522
2728,2079.0,544
2729,2079.0,1081
2730,2079.0,1082
2731,2079.0,1114
2732,2079.0,1115
2733,2079.0,1118
2734,2079.0,1126
2735,2079.0,1301
2736,2079.0,1309
2737,2085.0,0
2738,2085.0,1
2739,2085.0,2
2740,2085.0,3
2741,2085.0,4
2742,2085.0,977
2743,2091.0,3
2744,2091.0,4
2745,2091.0,6
2746,2091.0,7
2747,2091.0,17
2748,2091.0,18
2749,2091.0,967
2750,2091.0,977
2751,2091.0,979
2752,2091.0,989
2753,2101.0,1
2754,2103.0,0
2755,2103.0,1
2756,2103.0,2
2757,2104.0,0
2758,2104.0,1
2759,2104.0,2
2760,2104.0,15
2761,2104.0,33
2762,2104.0,513
2763,2104.0,1193
2764,2104.0,1194
2765,2116.0,2
2766,2116.0,3
2767,2116.0,4
2768,2119.0,293
2769,2119.0,294
2770,2119.0,673
2771,2119.0,939
2772,2121.0,0
2773,2121.0,1
2774,2121.0,2
2775,2121.0,7
2776,2121.0,46
2777,2121.0,49
2778,2121.0,50
2779,2121.0,51
2780,2121.0,156
2781,2121.0,343
2782,2121.0,452
2783,2121.0,461
2784,2121.0,588
2785,2126.0,220
2786,2126.0,221
2787,2126.0,226
2788,2128.0,1
2789,2128.0,2
2790,2128.0,45
2791,2128.0,68
2792,2131.0,0
2793,2131.0,1
2794,2131.0,14
2795,2131.0,15
2796,2131.0,44
2797,2131.0,45
2798,2143.0,0
2799,2143.0,1
2800,2143.0,2
2801,2143.0,3
2802,2143.0,7
2803,2143.0,15
2804,2143.0,45
2805,2143.0,109
2806,2148.0,0
2807,2148.0,1
2808,2148.0,2
2809,2148.0,4
2810,2148.0,14
2811,2156.0,11
2812,2156.0,12
2813,2156.0,13
2814,2156.0,17
2815,2156.0,43
2816,2158.0,0
2817,2158.0,1
2818,2158.0,2
2819,2158.0,11
2820,2163.0,1
2821,2163.0,2
2822,2163.0,3
2823,2163.0,4
2824,2163.0,9
2825,2163.0,11
2826,2163.0,28
2827,2163.0,30
2828,2169.0,0
2829,2169.0,1
2830,2169.0,2
2831,2169.0,3
2832,2169.0,4
2833,2169.0,13
2834,2175.0,27
2835,2175.0,28
2836,2175.0,33
2837,2175.0,69
2838,2175.0,183
2839,2178.0,2
2840,2178.0,3
2841,2178.0,220
2842,2178.0,221
2843,2178.0,865
2844,2178.0,866
2845,2178.0,867
2846,2178.0,953
2847,2178.0,954
2848,2178.0,957
2849,2179.0,4
2850,2179.0,5
2851,2179.0,9
2852,2179.0,10
2853,2179.0,11
2854,2179.0,202
2855,2179.0,803
2856,2179.0,804
2857,2182.0,0
2858,2182.0,1
2859,2182.0,2
2860,2182.0,3
2861,2182.0,5
2862,2182.0,7
2863,2182.0,8
2864,2182.0,12
2865,2182.0,18
2866,2182.0,375
2867,2182.0,1098
2868,2188.0,0
2869,2188.0,1
2870,2188.0,3
2871,2188.0,4
2872,2188.0,6
2873,2188.0,198
2874,2194.0,1
2875,2194.0,2
2876,2194.0,3
2877,2206.0,1
2878,2206.0,2
2879,2206.0,3
2880,2206.0,4
2881,2206.0,5
2882,2206.0,31
2883,2206.0,32
2884,2211.0,1
2885,2211.0,2
2886,2211.0,12
2887,2211.0,290
2888,2211.0,557
2889,2211.0,558
2890,2214.0,3
2891,2214.0,4
2892,2214.0,6
2893,2214.0,9
2894,2214.0,10
2895,2217.0,0
2896,2217.0,1
2897,2217.0,2
2898,2217.0,11
2899,2225.0,2
2900,2225.0,3
2901,2225.0,15
2902,2231.0,2
2903,2231.0,3
2904,2232.0,1
2905,2232.0,2
2906,2232.0,3
2907,2232.0,6
2908,2232.0,13
2909,2232.0,438
2910,2232.0,444
2911,2240.0,2
2912,2240.0,3
2913,2241.0,0
2914,2241.0,1
2915,2241.0,2
2916,2241.0,3
2917,2241.0,4
2918,2242.0,0
2919,2242.0,1
2920,2242.0,2
2921,2242.0,3
2922,2242.0,9
2923,2242.0,10
2924,2246.0,1
2925,2246.0,2
2926,2246.0,3
2927,2251.0,1
2928,2251.0,6
2929,2252.0,931
2930,2252.0,932
2931,2252.0,988
2932,2252.0,1008
2933,2252.0,1009
2934,2252.0,1010
2935,2252.0,1011
2936,2261.0,0
2937,2261.0,1
2938,2261.0,2
2939,2261.0,5
2940,2261.0,6
2941,2261.0,8
2942,2261.0,9
2943,2261.0,10
2944,2261.0,31
2945,2261.0,60
2946,2261.0,120
2947,2261.0,121
2948,2261.0,122
2949,2261.0,124
2950,2261.0,125
2951,2261.0,273
2952,2261.0,606
2953,2261.0,745
2954,2261.0,958
2955,2261.0,1027
2956,2265.0,16
2957,2265.0,17
2958,2265.0,18
2959,2265.0,20
2960,2275.0,2
2961,2275.0,3
2962,2275.0,243
2963,2275.0,244
2964,2275.0,245
2965,2275.0,323
2966,2275.0,324
2967,2275.0,326
2968,2275.0,331
2969,2275.0,546
2970,2275.0,547
2971,2275.0,548
2972,2275.0,550
2973,2275.0,1164
2974,2276.0,17
2975,2276.0,18
2976,2276.0,69
2977,2276.0,70
2978,2276.0,113
2979,2276.0,114
2980,2276.0,843
2981,2279.0,0
2982,2279.0,1
2983,2279.0,2
2984,2279.0,3
2985,2279.0,8
2986,2279.0,9
2987,2279.0,10
2988,2279.0,183
2989,2279.0,500
2990,2279.0,547
2991,2279.0,560
2992,2279.0,631
2993,2279.0,659
2994,2279.0,833
2995,2279.0,944
2996,2279.0,1014
2997,2279.0,1111
2998,2279.0,1112
2999,2279.0,1117
3000,2283.0,1
3001,2283.0,2
3002,2283.0,3
3003,2283.0,4
3004,2283.0,8
3005,2283.0,16
3006,2283.0,1001
3007,2283.0,1047
3008,2283.0,1050
3009,2283.0,1051
3010,2295.0,11
3011,2295.0,51
3012,2295.0,167
3013,2295.0,495
