,QuestionId,AnsRank,Ans_count,AnsId,Age_vot,Votes,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank,index
0,1.0,5,6,7030,951,1.0,0.0,0.833333333333,0.694444444444,0.0,7
1,1.0,2,6,7030,952,1.0,0.0,0.333333333333,0.111111111111,0.0,8
2,1.0,2,6,7030,1232,1.0,0.5,0.333333333333,0.111111111111,0.0,9
3,1.0,2,6,7030,1256,1.0,0.666666666667,0.333333333333,0.111111111111,0.0,10
4,1.0,2,6,7030,1285,1.0,0.75,0.333333333333,0.111111111111,0.0,11
5,1.0,2,6,7030,1401,1.0,0.8,0.333333333333,0.111111111111,0.0,12
6,3.0,2,6,109,0,1.0,0.0,0.333333333333,0.111111111111,0.0,20
7,3.0,3,6,35,0,1.0,0.0,0.5,0.25,0.0,20
8,3.0,5,6,15,0,1.0,0.0,0.833333333333,0.694444444444,0.0,20
9,3.0,6,6,12,0,1.0,0.0,1.0,1.0,0.0,20
10,7.0,6,6,2977,342,1.0,0.0,1.0,1.0,0.0,62
11,7.0,1,6,2977,343,1.0,0.0,0.166666666667,0.0277777777778,-0.666666666667,63
12,7.0,1,6,2977,344,1.0,0.5,0.166666666667,0.0277777777778,-0.333333333333,64
13,7.0,1,6,2977,359,1.0,0.666666666667,0.166666666667,0.0277777777778,-0.333333333333,65
14,7.0,1,6,2977,457,1.0,0.75,0.166666666667,0.0277777777778,-0.333333333333,66
15,7.0,2,6,42,457,1.0,0.923076923077,0.333333333333,0.111111111111,0.166666666667,66
16,7.0,1,6,2977,552,1.0,0.8,0.166666666667,0.0277777777778,-0.333333333333,67
17,7.0,1,6,2977,808,1.0,0.833333333333,0.166666666667,0.0277777777778,-0.333333333333,68
18,7.0,2,6,42,808,1.0,0.928571428571,0.333333333333,0.111111111111,0.166666666667,68
19,7.0,1,6,2977,851,1.0,0.857142857143,0.166666666667,0.0277777777778,-0.166666666667,69
20,7.0,2,6,42,851,1.0,0.933333333333,0.333333333333,0.111111111111,0.166666666667,69
21,7.0,1,6,2977,1069,1.0,0.875,0.166666666667,0.0277777777778,-0.166666666667,70
22,7.0,1,6,2977,1366,1.0,0.888888888889,0.166666666667,0.0277777777778,-0.166666666667,71
23,7.0,2,6,42,1371,1.0,0.9375,0.333333333333,0.111111111111,0.166666666667,72
24,38.0,6,6,4430,1416,1.0,0.0,1.0,1.0,0.0,258
25,63.0,6,6,736,20,1.0,0.0,1.0,1.0,0.0,342
26,63.0,3,6,736,21,1.0,0.0,0.5,0.25,-0.166666666667,343
27,63.0,3,6,75,31,1.0,0.5,0.5,0.25,-0.166666666667,344
28,108.0,6,6,2909,325,1.0,0.0,1.0,1.0,0.0,508
29,108.0,1,6,166,445,1.0,0.923076923077,0.166666666667,0.0277777777778,0.0,509
30,108.0,2,6,2909,445,1.0,0.0,0.333333333333,0.111111111111,-0.5,509
31,108.0,2,6,894,449,1.0,0.666666666667,0.333333333333,0.111111111111,0.0,510
32,108.0,1,6,166,680,1.0,0.928571428571,0.166666666667,0.0277777777778,0.0,511
33,108.0,1,6,166,707,1.0,0.933333333333,0.166666666667,0.0277777777778,0.0,512
34,108.0,1,6,166,711,1.0,0.9375,0.166666666667,0.0277777777778,0.0,513
35,108.0,1,6,166,735,1.0,0.941176470588,0.166666666667,0.0277777777778,0.0,514
36,108.0,2,6,2909,752,1.0,0.25,0.333333333333,0.111111111111,-0.333333333333,515
37,108.0,2,6,2909,812,1.0,0.4,0.333333333333,0.111111111111,-0.333333333333,516
38,108.0,1,6,166,861,1.0,0.944444444444,0.166666666667,0.0277777777778,0.0,517
39,113.0,5,6,187,169,1.0,0.0,0.833333333333,0.694444444444,0.0,538
40,113.0,1,6,194,171,1.0,0.888888888889,0.166666666667,0.0277777777778,0.0,539
41,113.0,2,6,226,172,1.0,0.666666666667,0.333333333333,0.111111111111,0.0,540
42,113.0,1,6,194,182,1.0,0.9,0.166666666667,0.0277777777778,0.0,541
43,113.0,2,6,226,213,1.0,0.75,0.333333333333,0.111111111111,0.0,542
44,113.0,2,6,226,1102,1.0,0.8,0.333333333333,0.111111111111,0.0,543
45,207.0,6,6,2927,324,1.0,0.0,1.0,1.0,0.0,744
46,207.0,6,6,2927,325,1.0,0.0,1.0,1.0,0.0,745
47,207.0,1,6,211,336,1.0,0.933333333333,0.166666666667,0.0277777777778,0.0,746
48,324.0,5,6,1388,1246,1.0,0.0,0.833333333333,0.694444444444,0.0,1053
49,324.0,6,6,2222,1246,1.0,0.0,1.0,1.0,0.0,1053
50,441.0,6,6,3370,447,1.0,0.0,1.0,1.0,0.0,1269
51,480.0,4,6,10263,1092,1.0,0.0,0.666666666667,0.444444444444,0.0,1392
52,722.0,6,6,12269,1318,1.0,0.0,1.0,1.0,0.0,1849
53,913.0,4,6,1760,55,1.0,0.0,0.666666666667,0.444444444444,0.0,2148
54,913.0,3,6,1760,56,1.0,0.0,0.5,0.25,-0.166666666667,2149
55,913.0,3,6,1760,57,1.0,0.5,0.5,0.25,0.0,2150
56,913.0,3,6,1760,135,1.0,0.666666666667,0.5,0.25,0.0,2151
57,913.0,1,6,915,141,1.0,0.9375,0.166666666667,0.0277777777778,0.0,2152
58,913.0,3,6,1760,153,1.0,0.75,0.5,0.25,0.166666666667,2153
59,913.0,6,6,1760,333,1.0,0.8,1.0,1.0,0.666666666667,2154
60,913.0,1,6,915,777,1.0,0.941176470588,0.166666666667,0.0277777777778,0.0,2155
61,913.0,3,6,1760,837,1.0,0.5,0.5,0.25,0.0,2156
62,913.0,1,6,915,920,1.0,0.944444444444,0.166666666667,0.0277777777778,0.0,2157
