,QuestionId,AnsRank,Ans_count,AnsId,Age_vot,Votes,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank,index
79,1969.0,3,8,1973,792,1.0,0.964285714286,0.375,0.140625,0.25,3683
80,2079.0,6,8,12493,1118,1.0,0.0,0.75,0.5625,-0.125,3867
81,2079.0,1,8,2080,1126,1.0,0.7,0.125,0.015625,-0.25,3868
82,2685.0,5,8,13028,1043,1.0,0.0,0.625,0.390625,0.0,4789
83,2685.0,1,8,2687,1044,1.0,0.967741935484,0.125,0.015625,0.0,4790
84,2685.0,1,8,2687,1045,1.0,0.96875,0.125,0.015625,0.0,4791
85,2685.0,2,8,4422,1045,1.0,0.857142857143,0.25,0.0625,-0.25,4791
86,2685.0,1,8,2687,1049,1.0,0.969696969697,0.125,0.015625,0.0,4792
87,2685.0,1,8,2687,1058,1.0,0.970588235294,0.125,0.015625,0.0,4793
88,2685.0,1,8,2687,1075,1.0,0.971428571429,0.125,0.015625,0.0,4794
89,2685.0,2,8,3883,1075,1.0,0.888888888889,0.25,0.0625,-0.125,4794
90,2685.0,1,8,2687,1076,1.0,0.972222222222,0.125,0.015625,0.0,4795
91,2685.0,1,8,2687,1079,1.0,0.972972972973,0.125,0.015625,0.0,4796
92,2685.0,1,8,2687,1118,1.0,0.973684210526,0.125,0.015625,0.0,4797
93,2685.0,1,8,2687,1122,1.0,0.974358974359,0.125,0.015625,0.0,4798
94,2685.0,2,8,4422,1127,1.0,0.875,0.25,0.0625,-0.25,4799
95,2685.0,3,8,2686,1127,1.0,0.933333333333,0.375,0.140625,0.125,4799
96,2685.0,4,8,3883,1127,1.0,0.9,0.5,0.25,0.125,4799
97,2767.0,8,8,3274,152,1.0,0.0,1.0,1.0,0.0,4908
98,2767.0,5,8,3274,153,1.0,0.0,0.625,0.390625,-0.125,4909
99,3466.0,4,8,5329,388,1.0,0.0,0.5,0.25,0.0,5864
100,3466.0,1,8,3526,390,1.0,0.5,0.125,0.015625,-0.125,5865
101,3466.0,1,8,3486,391,1.0,0.833333333333,0.125,0.015625,0.0,5866
102,3876.0,4,8,7021,573,1.0,0.0,0.5,0.25,0.0,6364
103,5236.0,2,8,5237,2,1.0,0.666666666667,0.25,0.0625,0.125,7723
104,5236.0,4,8,5241,2,1.0,0.0,0.5,0.25,-0.125,7723
105,5236.0,5,8,5255,2,1.0,0.0,0.625,0.390625,-0.125,7723
106,5236.0,6,8,5245,2,1.0,0.0,0.75,0.5625,-0.125,7723
107,5236.0,7,8,5238,2,1.0,0.5,0.875,0.765625,0.625,7723
108,5236.0,5,8,5245,3,1.0,0.0,0.625,0.390625,-0.125,7724
109,5236.0,6,8,5255,3,1.0,0.0,0.75,0.5625,-0.125,7724
110,5236.0,4,8,5237,4,1.0,0.666666666667,0.5,0.25,0.375,7725
111,5236.0,5,8,5245,4,1.0,0.25,0.625,0.390625,0.25,7725
112,5236.0,8,8,5255,9,1.0,0.5,1.0,1.0,0.625,7726
113,5236.0,4,8,5255,10,1.0,0.0,0.5,0.25,-0.375,7727
114,8799.0,1,8,9846,17,1.0,0.666666666667,0.125,0.015625,-0.25,8936
115,8799.0,2,8,8801,17,1.0,0.909090909091,0.25,0.0625,0.125,8936
116,8799.0,3,8,8803,17,1.0,0.833333333333,0.375,0.140625,0.125,8936
117,8799.0,6,8,9967,17,1.0,0.0,0.75,0.5625,0.0,8936
118,8799.0,2,8,8801,21,1.0,0.916666666667,0.25,0.0625,0.125,8937
119,207.0,1,8,211,1127,1.0,0.95652173913,0.125,0.015625,0.0,761
120,523.0,3,8,525,1,1.0,0.0,0.375,0.140625,0.0,1468
121,523.0,7,8,527,1,1.0,0.0,0.875,0.765625,0.0,1468
122,523.0,8,8,545,1,1.0,0.0,1.0,1.0,0.0,1468
123,1969.0,1,8,1972,792,1.0,0.9,0.125,0.015625,-0.125,3683
124,2685.0,1,8,2687,1162,1.0,0.975,0.125,0.015625,0.0,4800
125,3466.0,1,8,3486,394,1.0,0.857142857143,0.125,0.015625,0.0,5867
126,5236.0,3,8,5242,2,1.0,0.0,0.375,0.140625,-0.125,7723
127,523.0,2,8,524,1,1.0,0.0,0.25,0.0625,0.0,1468
128,523.0,2,8,524,1,1.0,0.0,0.25,0.0625,0.0,1468
129,523.0,2,8,524,1,1.0,0.0,0.25,0.0625,0.0,1468
130,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
131,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
132,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
133,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
134,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
135,523.0,1,8,529,1,1.0,0.0,0.125,0.015625,0.0,1468
