,QuestionId,AnsRank,Ans_count,AnsId,Age_vot,Votes,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank,index
0,1.0,5,5,897,108,1.0,0.0,1.0,1.0,0.0,5
1,1.0,1,5,56,158,1.0,0.875,0.2,0.04,0.0,6
2,2.0,1,5,6,0,1.0,0.0,0.2,0.04,0.0,14
3,2.0,2,5,8,0,1.0,0.0,0.4,0.16,0.0,14
4,2.0,5,5,59,0,1.0,0.0,1.0,1.0,0.0,14
5,2.0,1,5,10,1,1.0,0.0,0.2,0.04,0.0,15
6,2.0,2,5,13,1,1.0,0.0,0.4,0.16,0.0,15
7,2.0,1,5,10,2,1.0,0.75,0.2,0.04,0.0,16
8,2.0,1,5,10,15,1.0,0.8,0.2,0.04,0.0,17
9,2.0,2,5,13,15,1.0,0.75,0.4,0.16,0.0,17
10,2.0,1,5,10,26,1.0,0.833333333333,0.2,0.04,0.0,18
11,2.0,1,5,10,808,1.0,0.857142857143,0.2,0.04,0.0,19
12,7.0,5,5,2954,338,1.0,0.0,1.0,1.0,0.0,60
13,7.0,1,5,2954,339,1.0,0.0,0.2,0.04,-0.8,61
14,18.0,4,5,2661,262,1.0,0.0,0.8,0.64,0.0,107
15,18.0,2,5,2661,263,1.0,0.0,0.4,0.16,-0.2,108
16,18.0,1,5,33,266,1.0,0.933333333333,0.2,0.04,0.0,109
17,18.0,2,5,1382,316,1.0,0.5,0.4,0.16,-0.2,110
18,18.0,1,5,33,443,1.0,0.9375,0.2,0.04,0.0,111
19,18.0,1,5,33,1334,1.0,0.941176470588,0.2,0.04,0.0,112
20,21.0,1,5,80,329,1.0,0.75,0.2,0.04,0.0,121
21,21.0,2,5,2928,329,1.0,0.0,0.4,0.16,-0.4,121
22,21.0,3,5,2912,329,1.0,0.5,0.6,0.36,0.0,121
23,21.0,1,5,80,336,1.0,0.4,0.2,0.04,-0.4,122
24,21.0,2,5,2928,339,1.0,0.666666666667,0.4,0.16,0.2,123
25,21.0,2,5,2928,363,1.0,0.75,0.4,0.16,0.2,124
26,25.0,3,5,36,90,1.0,0.0,0.6,0.36,0.0,153
27,25.0,5,5,36,91,1.0,0.0,1.0,1.0,0.0,154
28,25.0,1,5,67,97,1.0,0.8,0.2,0.04,0.0,155
29,25.0,1,5,67,102,1.0,0.833333333333,0.2,0.04,0.0,156
30,25.0,2,5,49,102,1.0,0.75,0.4,0.16,0.0,156
31,25.0,1,5,67,128,1.0,0.857142857143,0.2,0.04,0.0,157
32,25.0,1,5,67,162,1.0,0.875,0.2,0.04,0.0,158
33,28.0,4,5,1995,1144,1.0,0.0,0.8,0.64,0.0,190
34,28.0,2,5,51,1146,1.0,0.5,0.4,0.16,-0.2,191
35,38.0,1,5,2846,307,1.0,0.0,0.2,0.04,-0.6,248
36,38.0,1,5,2846,315,1.0,0.75,0.2,0.04,-0.2,249
37,38.0,2,5,57,315,1.0,0.928571428571,0.4,0.16,0.2,249
38,38.0,1,5,2846,320,1.0,0.8,0.2,0.04,-0.2,250
39,38.0,1,5,2846,414,1.0,0.833333333333,0.2,0.04,-0.2,251
40,38.0,1,5,2846,728,1.0,0.857142857143,0.2,0.04,-0.2,252
41,38.0,1,5,2846,730,1.0,0.875,0.2,0.04,-0.2,253
42,38.0,1,5,2846,731,1.0,0.888888888889,0.2,0.04,-0.2,254
43,38.0,1,5,2846,739,1.0,0.9,0.2,0.04,-0.2,255
44,38.0,1,5,2846,1235,1.0,0.909090909091,0.2,0.04,-0.2,256
45,38.0,1,5,2846,1413,1.0,0.916666666667,0.2,0.04,-0.2,257
46,38.0,2,5,57,1413,1.0,0.933333333333,0.4,0.16,0.2,257
47,63.0,1,5,500,9,1.0,0.0,0.2,0.04,-0.4,340
48,63.0,2,5,73,9,1.0,0.5,0.4,0.16,0.0,340
49,63.0,1,5,500,15,1.0,0.666666666667,0.2,0.04,-0.2,341
50,64.0,1,5,72,2,1.0,0.8,0.2,0.04,0.0,364
51,64.0,5,5,69,2,1.0,0.0,1.0,1.0,0.0,364
52,64.0,1,5,72,3,1.0,0.833333333333,0.2,0.04,0.0,365
53,64.0,2,5,69,3,1.0,0.0,0.4,0.16,0.0,365
54,64.0,2,5,71,6,1.0,0.5,0.4,0.16,0.0,366
55,64.0,3,5,70,6,1.0,0.5,0.6,0.36,0.0,366
56,64.0,4,5,68,6,1.0,0.5,0.8,0.64,0.0,366
57,64.0,5,5,69,6,1.0,0.5,1.0,1.0,0.0,366
58,64.0,1,5,72,14,1.0,0.857142857143,0.2,0.04,0.0,367
59,64.0,1,5,72,20,1.0,0.875,0.2,0.04,0.0,368
60,64.0,2,5,69,20,1.0,0.666666666667,0.4,0.16,0.0,368
61,64.0,1,5,72,30,1.0,0.888888888889,0.2,0.04,0.0,369
62,64.0,2,5,70,1335,1.0,0.666666666667,0.4,0.16,0.0,370
63,64.0,3,5,71,1335,1.0,0.666666666667,0.6,0.36,0.0,370
64,108.0,5,5,894,50,1.0,0.0,1.0,1.0,0.0,503
