,AnsId,QuestionId,index,Votes,AnsRank,Age_vot,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank
703,49,25.0,149,1.0,2,5,0.0,0.5,0.25,0.0
704,27,25.0,149,0.0,3,5,0.0,0.75,0.5625,0.0
705,29,25.0,149,0.0,4,5,0.0,1.0,1.0,0.0
706,67,25.0,150,1.0,1,6,0.666666666667,0.25,0.0625,0.0
707,49,25.0,150,1.0,2,6,0.0,0.5,0.25,0.0
708,27,25.0,150,0.0,3,6,0.0,0.75,0.5625,0.0
709,29,25.0,150,0.0,4,6,0.0,1.0,1.0,0.0
710,67,25.0,151,1.0,1,30,0.75,0.25,0.0625,0.0
711,49,25.0,151,1.0,2,30,0.5,0.5,0.25,0.0
712,27,25.0,151,0.0,3,30,0.0,0.75,0.5625,0.0
713,29,25.0,151,0.0,4,30,0.0,1.0,1.0,0.0
714,67,25.0,152,0.0,1,85,0.75,0.25,0.0625,0.0
715,49,25.0,152,1.0,2,85,0.666666666667,0.5,0.25,0.0
716,27,25.0,152,0.0,3,85,0.0,0.75,0.5625,0.0
717,29,25.0,152,0.0,4,85,0.0,1.0,1.0,0.0
867,41,28.0,180,0.0,1,12,0.875,0.25,0.0625,0.0
868,58,28.0,180,0.0,2,12,0.5,0.5,0.25,0.0
869,51,28.0,180,0.0,3,12,0.0,0.75,0.5625,0.0
870,168,28.0,180,1.0,4,12,0.0,1.0,1.0,0.0
871,41,28.0,181,0.0,1,13,0.875,0.25,0.0625,0.0
872,58,28.0,181,0.0,2,13,0.5,0.5,0.25,0.0
873,51,28.0,181,0.0,3,13,0.0,0.75,0.5625,0.0
874,168,28.0,181,1.0,4,13,0.0,1.0,1.0,0.0
875,41,28.0,182,1.0,1,16,0.9,0.25,0.0625,0.0
876,58,28.0,182,0.0,2,16,0.5,0.5,0.25,0.0
877,51,28.0,182,0.0,3,16,0.0,0.75,0.5625,0.0
878,168,28.0,182,0.0,4,16,0.0,1.0,1.0,0.0
879,41,28.0,183,1.0,1,28,0.909090909091,0.25,0.0625,0.0
880,58,28.0,183,0.0,2,28,0.5,0.5,0.25,0.0
881,51,28.0,183,0.0,3,28,0.0,0.75,0.5625,0.0
882,168,28.0,183,0.0,4,28,0.0,1.0,1.0,0.0
883,41,28.0,184,1.0,1,29,0.916666666667,0.25,0.0625,0.0
884,58,28.0,184,0.0,2,29,0.5,0.5,0.25,0.0
885,51,28.0,184,0.0,3,29,0.0,0.75,0.5625,0.0
886,168,28.0,184,0.0,4,29,0.0,1.0,1.0,0.0
887,41,28.0,185,0.0,1,36,0.916666666667,0.25,0.0625,0.0
888,58,28.0,185,1.0,2,36,0.666666666667,0.5,0.25,0.0
889,51,28.0,185,0.0,3,36,0.0,0.75,0.5625,0.0
890,168,28.0,185,0.0,4,36,0.0,1.0,1.0,0.0
891,41,28.0,186,0.0,1,49,0.916666666667,0.25,0.0625,0.0
892,58,28.0,186,1.0,2,49,0.75,0.5,0.25,0.0
893,51,28.0,186,0.0,3,49,0.0,0.75,0.5625,0.0
894,168,28.0,186,0.0,4,49,0.0,1.0,1.0,0.0
895,41,28.0,187,1.0,1,120,0.923076923077,0.25,0.0625,0.0
896,58,28.0,187,0.0,2,120,0.75,0.5,0.25,0.0
897,51,28.0,187,0.0,3,120,0.0,0.75,0.5625,0.0
898,168,28.0,187,0.0,4,120,0.0,1.0,1.0,0.0
899,41,28.0,188,1.0,1,121,0.928571428571,0.25,0.0625,0.0
900,58,28.0,188,0.0,2,121,0.75,0.5,0.25,0.0
901,51,28.0,188,0.0,3,121,0.0,0.75,0.5625,0.0
902,168,28.0,188,0.0,4,121,0.0,1.0,1.0,0.0
903,41,28.0,189,1.0,1,158,0.933333333333,0.25,0.0625,0.0
904,58,28.0,189,0.0,2,158,0.75,0.5,0.25,0.0
905,51,28.0,189,0.0,3,158,0.0,0.75,0.5625,0.0
906,168,28.0,189,0.0,4,158,0.0,1.0,1.0,0.0
987,37,34.0,233,0.0,1,555,0.857142857143,0.25,0.0625,0.0
988,88,34.0,233,0.0,2,555,0.666666666667,0.5,0.25,0.0
989,1458,34.0,233,1.0,3,555,0.0,0.75,0.5625,0.0
990,1878,34.0,233,0.0,4,555,0.0,1.0,1.0,0.0
991,37,34.0,234,0.0,1,556,0.857142857143,0.25,0.0625,0.0
992,1458,34.0,234,1.0,2,556,0.0,0.5,0.25,-0.25
993,88,34.0,234,0.0,3,556,0.666666666667,0.75,0.5625,0.25
994,1878,34.0,234,0.0,4,556,0.0,1.0,1.0,0.0
995,37,34.0,235,1.0,1,1315,0.875,0.25,0.0625,0.0
996,1458,34.0,235,0.0,2,1315,0.0,0.5,0.25,-0.25
997,88,34.0,235,0.0,3,1315,0.666666666667,0.75,0.5625,0.25
998,1878,34.0,235,0.0,4,1315,0.0,1.0,1.0,0.0
999,37,34.0,236,1.0,1,1413,0.888888888889,0.25,0.0625,0.0
1000,1458,34.0,236,0.0,2,1413,0.0,0.5,0.25,-0.25
1001,88,34.0,236,0.0,3,1413,0.666666666667,0.75,0.5625,0.25
1002,1878,34.0,236,0.0,4,1413,0.0,1.0,1.0,0.0
1017,57,38.0,242,0.0,1,7,0.857142857143,0.25,0.0625,0.0
1018,47,38.0,242,0.0,2,7,0.5,0.5,0.25,-0.25
1019,48,38.0,242,0.0,3,7,0.666666666667,0.75,0.5625,0.25
1020,133,38.0,242,1.0,4,7,0.0,1.0,1.0,0.0
1021,133,38.0,243,1.0,1,8,0.0,0.25,0.0625,-0.75
1022,57,38.0,243,1.0,2,8,0.888888888889,0.5,0.25,0.25
1023,47,38.0,243,0.0,3,8,0.5,0.75,0.5625,0.0
1024,48,38.0,243,0.0,4,8,0.666666666667,1.0,1.0,0.5
1025,57,38.0,244,2.0,1,17,0.9,0.25,0.0625,0.0
1026,133,38.0,244,0.0,2,17,0.0,0.5,0.25,-0.5
1027,47,38.0,244,0.0,3,17,0.5,0.75,0.5625,0.0
1028,48,38.0,244,0.0,4,17,0.666666666667,1.0,1.0,0.5
1029,57,38.0,245,1.0,1,30,0.909090909091,0.25,0.0625,0.0
1030,133,38.0,245,0.0,2,30,0.0,0.5,0.25,-0.5
1031,47,38.0,245,0.0,3,30,0.5,0.75,0.5625,0.0
1032,48,38.0,245,0.0,4,30,0.666666666667,1.0,1.0,0.5
1033,57,38.0,246,1.0,1,163,0.923076923077,0.25,0.0625,0.0
1034,133,38.0,246,0.0,2,163,0.0,0.5,0.25,-0.5
1035,47,38.0,246,0.0,3,163,0.5,0.75,0.5625,0.0
1036,48,38.0,246,0.0,4,163,0.666666666667,1.0,1.0,0.5
1172,55,44.0,292,0.0,1,615,0.970588235294,0.25,0.0625,0.0
1173,53,44.0,292,0.0,2,615,0.842105263158,0.5,0.25,0.0
1174,3099,44.0,292,0.0,3,615,0.5,0.75,0.5625,0.0
1175,3953,44.0,292,1.0,4,615,0.0,1.0,1.0,0.0
1176,55,44.0,293,0.0,1,616,0.970588235294,0.25,0.0625,0.0
1177,53,44.0,293,0.0,2,616,0.842105263158,0.5,0.25,0.0
1178,3099,44.0,293,0.0,3,616,0.5,0.75,0.5625,0.0
1179,3953,44.0,293,1.0,4,616,0.0,1.0,1.0,0.0
1180,55,44.0,294,1.0,1,739,0.971428571429,0.25,0.0625,0.0
1181,53,44.0,294,1.0,2,739,0.85,0.5,0.25,0.0
1182,3099,44.0,294,0.0,3,739,0.5,0.75,0.5625,0.0
1183,3953,44.0,294,0.0,4,739,0.0,1.0,1.0,0.0
1184,55,44.0,295,1.0,1,768,0.972222222222,0.25,0.0625,0.0
1185,53,44.0,295,0.0,2,768,0.85,0.5,0.25,0.0
1186,3099,44.0,295,0.0,3,768,0.5,0.75,0.5625,0.0
1187,3953,44.0,295,0.0,4,768,0.0,1.0,1.0,0.0
1188,55,44.0,296,1.0,1,771,0.972972972973,0.25,0.0625,0.0
1189,53,44.0,296,0.0,2,771,0.85,0.5,0.25,0.0
1190,3099,44.0,296,0.0,3,771,0.5,0.75,0.5625,0.0
1191,3953,44.0,296,0.0,4,771,0.0,1.0,1.0,0.0
1192,55,44.0,297,0.0,1,835,0.972972972973,0.25,0.0625,0.0
1193,53,44.0,297,1.0,2,835,0.857142857143,0.5,0.25,0.0
1194,3099,44.0,297,0.0,3,835,0.5,0.75,0.5625,0.0
1195,3953,44.0,297,0.0,4,835,0.0,1.0,1.0,0.0
1196,55,44.0,298,1.0,1,858,0.973684210526,0.25,0.0625,0.0
1197,53,44.0,298,0.0,2,858,0.857142857143,0.5,0.25,0.0
1198,3099,44.0,298,0.0,3,858,0.5,0.75,0.5625,0.0
1199,3953,44.0,298,0.0,4,858,0.0,1.0,1.0,0.0
1200,55,44.0,299,1.0,1,987,0.974358974359,0.25,0.0625,0.0
1201,53,44.0,299,0.0,2,987,0.857142857143,0.5,0.25,0.0
1202,3099,44.0,299,0.0,3,987,0.5,0.75,0.5625,0.0
1203,3953,44.0,299,0.0,4,987,0.0,1.0,1.0,0.0
1204,55,44.0,300,1.0,1,1030,0.975,0.25,0.0625,0.0
1205,53,44.0,300,0.0,2,1030,0.857142857143,0.5,0.25,0.0
1206,3099,44.0,300,0.0,3,1030,0.5,0.75,0.5625,0.0
1207,3953,44.0,300,0.0,4,1030,0.0,1.0,1.0,0.0
1208,55,44.0,301,1.0,1,1045,0.975609756098,0.25,0.0625,0.0
1209,53,44.0,301,0.0,2,1045,0.857142857143,0.5,0.25,0.0
1210,3099,44.0,301,0.0,3,1045,0.5,0.75,0.5625,0.0
1211,3953,44.0,301,0.0,4,1045,0.0,1.0,1.0,0.0
1212,55,44.0,302,1.0,1,1069,0.97619047619,0.25,0.0625,0.0
1213,53,44.0,302,0.0,2,1069,0.857142857143,0.5,0.25,0.0
1214,3099,44.0,302,0.0,3,1069,0.5,0.75,0.5625,0.0
1215,3953,44.0,302,0.0,4,1069,0.0,1.0,1.0,0.0
1216,55,44.0,303,1.0,1,1084,0.976744186047,0.25,0.0625,0.0
1217,53,44.0,303,0.0,2,1084,0.857142857143,0.5,0.25,0.0
1218,3099,44.0,303,0.0,3,1084,0.5,0.75,0.5625,0.0
1219,3953,44.0,303,0.0,4,1084,0.0,1.0,1.0,0.0
1220,55,44.0,304,1.0,1,1085,0.977272727273,0.25,0.0625,0.0
1221,53,44.0,304,0.0,2,1085,0.857142857143,0.5,0.25,0.0
1222,3099,44.0,304,0.0,3,1085,0.5,0.75,0.5625,0.0
1223,3953,44.0,304,0.0,4,1085,0.0,1.0,1.0,0.0
1224,55,44.0,305,1.0,1,1184,0.977777777778,0.25,0.0625,0.0
1225,53,44.0,305,0.0,2,1184,0.857142857143,0.5,0.25,0.0
1226,3099,44.0,305,0.0,3,1184,0.5,0.75,0.5625,0.0
1227,3953,44.0,305,0.0,4,1184,0.0,1.0,1.0,0.0
1228,55,44.0,306,1.0,1,1330,0.978260869565,0.25,0.0625,0.0
1229,53,44.0,306,1.0,2,1330,0.863636363636,0.5,0.25,0.0
1230,3099,44.0,306,0.0,3,1330,0.5,0.75,0.5625,0.0
1231,3953,44.0,306,0.0,4,1330,0.0,1.0,1.0,0.0
1232,55,44.0,307,1.0,1,1334,0.978723404255,0.25,0.0625,0.0
1233,53,44.0,307,0.0,2,1334,0.863636363636,0.5,0.25,0.0
1234,3099,44.0,307,0.0,3,1334,0.5,0.75,0.5625,0.0
1235,3953,44.0,307,0.0,4,1334,0.0,1.0,1.0,0.0
1236,55,44.0,308,0.0,1,1337,0.978723404255,0.25,0.0625,0.0
1237,53,44.0,308,0.0,2,1337,0.863636363636,0.5,0.25,0.0
1238,3099,44.0,308,0.0,3,1337,0.5,0.75,0.5625,0.0
1239,3953,44.0,308,1.0,4,1337,-0.5,1.0,1.0,0.0
1240,55,44.0,309,1.0,1,1339,0.979166666667,0.25,0.0625,0.0
1241,53,44.0,309,0.0,2,1339,0.863636363636,0.5,0.25,0.0
1242,3099,44.0,309,0.0,3,1339,0.5,0.75,0.5625,0.0
1243,3953,44.0,309,0.0,4,1339,-0.5,1.0,1.0,0.0
1244,55,44.0,310,1.0,1,1340,0.979591836735,0.25,0.0625,0.0
1245,53,44.0,310,0.0,2,1340,0.863636363636,0.5,0.25,0.0
1246,3099,44.0,310,0.0,3,1340,0.5,0.75,0.5625,0.0
1247,3953,44.0,310,0.0,4,1340,-0.5,1.0,1.0,0.0
1298,65,63.0,335,3.0,1,0,0.0,0.25,0.0625,0.0
1299,73,63.0,335,1.0,2,0,0.0,0.5,0.25,0.0
1300,77,63.0,335,1.0,3,0,0.0,0.75,0.5625,0.0
1301,75,63.0,335,1.0,4,0,0.0,1.0,1.0,0.0
1302,65,63.0,336,2.0,1,1,0.0,0.25,0.0625,0.0
1303,75,63.0,336,1.0,2,1,0.0,0.5,0.25,0.0
1304,73,63.0,336,2.0,3,1,0.0,0.75,0.5625,0.0
1305,77,63.0,336,1.0,4,1,0.0,1.0,1.0,0.0
1306,65,63.0,337,1.0,1,2,0.75,0.25,0.0625,0.0
1307,75,63.0,337,0.0,2,2,0.0,0.5,0.25,0.0
1308,73,63.0,337,0.0,3,2,0.0,0.75,0.5625,0.0
1309,77,63.0,337,0.0,4,2,0.0,1.0,1.0,0.0
1310,65,63.0,338,1.0,1,3,0.833333333333,0.25,0.0625,0.0
1311,75,63.0,338,0.0,2,3,0.0,0.5,0.25,0.0
1312,73,63.0,338,0.0,3,3,0.0,0.75,0.5625,0.0
1313,77,63.0,338,0.0,4,3,0.0,1.0,1.0,0.0
1484,68,64.0,362,1.0,1,0,0.0,0.25,0.0625,0.0
1485,72,64.0,362,4.0,2,0,0.0,0.5,0.25,0.0
1486,70,64.0,362,1.0,3,0,0.0,0.75,0.5625,0.0
1487,71,64.0,362,1.0,4,0,0.0,1.0,1.0,0.0
1488,72,64.0,363,1.0,1,1,0.0,0.25,0.0625,0.0
1489,70,64.0,363,1.0,2,1,0.0,0.5,0.25,0.0
1490,68,64.0,363,1.0,3,1,0.0,0.75,0.5625,0.0
1491,71,64.0,363,1.0,4,1,0.0,1.0,1.0,0.0
2300,147,94.0,483,0.0,1,23,0.5,0.25,0.0625,0.0
2301,167,94.0,483,0.0,2,23,0.0,0.5,0.25,0.0
2302,822,94.0,483,5.0,3,23,0.0,0.75,0.5625,0.0
2303,424,94.0,483,0.0,4,23,0.0,1.0,1.0,0.0
2304,822,94.0,484,1.0,1,24,0.0,0.25,0.0625,-0.25
2305,147,94.0,484,0.0,2,24,0.5,0.5,0.25,0.25
2306,167,94.0,484,0.0,3,24,0.0,0.75,0.5625,0.0
2307,424,94.0,484,0.0,4,24,0.0,1.0,1.0,0.0
2332,166,108.0,495,5.0,1,1,0.0,0.25,0.0625,0.0
2333,112,108.0,495,1.0,2,1,0.0,0.5,0.25,0.0
2334,119,108.0,495,2.0,3,1,0.0,0.75,0.5625,0.0
2335,170,108.0,495,1.0,4,1,0.0,1.0,1.0,0.0
2336,166,108.0,496,1.0,1,2,0.0,0.25,0.0625,-0.25
2337,112,108.0,496,0.0,2,2,0.0,0.5,0.25,-0.25
2338,170,108.0,496,1.0,3,2,0.0,0.75,0.5625,-0.25
2339,119,108.0,496,1.0,4,2,0.5,1.0,1.0,0.75
2340,166,108.0,497,1.0,1,3,0.833333333333,0.25,0.0625,0.0
2341,112,108.0,497,0.0,2,3,0.0,0.5,0.25,-0.25
2342,170,108.0,497,0.0,3,3,0.0,0.75,0.5625,-0.25
2343,119,108.0,497,0.0,4,3,0.5,1.0,1.0,0.5
2344,166,108.0,498,1.0,1,11,0.857142857143,0.25,0.0625,0.0
2345,112,108.0,498,0.0,2,11,0.0,0.5,0.25,-0.25
2346,170,108.0,498,0.0,3,11,0.0,0.75,0.5625,-0.25
2347,119,108.0,498,0.0,4,11,0.5,1.0,1.0,0.5
2348,166,108.0,499,0.0,1,18,0.857142857143,0.25,0.0625,0.0
2349,112,108.0,499,1.0,2,18,0.666666666667,0.5,0.25,0.0
2350,170,108.0,499,0.0,3,18,0.0,0.75,0.5625,-0.25
2351,119,108.0,499,0.0,4,18,0.5,1.0,1.0,0.25
2352,166,108.0,500,1.0,1,28,0.875,0.25,0.0625,0.0
2353,112,108.0,500,0.0,2,28,0.666666666667,0.5,0.25,0.0
2354,170,108.0,500,0.0,3,28,0.0,0.75,0.5625,-0.25
2355,119,108.0,500,0.0,4,28,0.5,1.0,1.0,0.25
2356,166,108.0,501,1.0,1,29,0.888888888889,0.25,0.0625,0.0
2357,112,108.0,501,0.0,2,29,0.666666666667,0.5,0.25,0.0
2358,170,108.0,501,0.0,3,29,0.0,0.75,0.5625,-0.25
2359,119,108.0,501,0.0,4,29,0.5,1.0,1.0,0.25
2360,166,108.0,502,0.0,1,37,0.888888888889,0.25,0.0625,0.0
2361,119,108.0,502,1.0,2,37,0.25,0.5,0.25,-0.25
2362,112,108.0,502,0.0,3,37,0.666666666667,0.75,0.5625,0.25
2363,170,108.0,502,0.0,4,37,0.0,1.0,1.0,0.0
2533,194,113.0,531,0.0,1,3,0.0,0.25,0.0625,-0.25
2534,117,113.0,531,0.0,2,3,0.5,0.5,0.25,0.25
2535,226,113.0,531,0.0,3,3,0.0,0.75,0.5625,0.0
2536,373,113.0,531,1.0,4,3,0.0,1.0,1.0,0.0
2537,194,113.0,532,1.0,1,16,0.75,0.25,0.0625,0.0
2538,117,113.0,532,0.0,2,16,0.5,0.5,0.25,0.0
2539,226,113.0,532,0.0,3,16,0.0,0.75,0.5625,0.0
2540,373,113.0,532,0.0,4,16,0.0,1.0,1.0,0.0
2640,126,123.0,562,0.0,1,153,0.9,0.25,0.0625,0.0
2641,2139,123.0,562,0.0,2,153,0.0,0.5,0.25,-0.25
2642,2162,123.0,562,1.0,3,153,0.0,0.75,0.5625,-0.25
2643,125,123.0,562,0.0,4,153,0.5,1.0,1.0,0.5
2644,2162,123.0,563,2.0,1,154,0.0,0.25,0.0625,-0.5
2645,126,123.0,563,0.0,2,154,0.9,0.5,0.25,0.25
2646,2139,123.0,563,0.0,3,154,0.0,0.75,0.5625,-0.25
2647,125,123.0,563,0.0,4,154,0.5,1.0,1.0,0.5
2648,2162,123.0,564,1.0,1,156,0.5,0.25,0.0625,-0.25
2649,126,123.0,564,0.0,2,156,0.9,0.5,0.25,0.25
2650,2139,123.0,564,0.0,3,156,0.0,0.75,0.5625,-0.25
2651,125,123.0,564,0.0,4,156,0.5,1.0,1.0,0.25
2679,140,134.0,577,0.0,1,3,0.0,0.25,0.0625,0.0
2680,141,134.0,577,0.0,2,3,0.0,0.5,0.25,0.0
2681,171,134.0,577,1.0,3,3,0.0,0.75,0.5625,0.0
2682,145,134.0,577,0.0,4,3,0.0,1.0,1.0,0.0
2683,140,134.0,578,1.0,1,4,0.857142857143,0.25,0.0625,0.0
2684,141,134.0,578,0.0,2,4,0.0,0.5,0.25,0.0
2685,171,134.0,578,0.0,3,4,0.0,0.75,0.5625,0.0
2686,145,134.0,578,0.0,4,4,0.0,1.0,1.0,0.0
2687,140,134.0,579,1.0,1,9,0.875,0.25,0.0625,0.0
2688,141,134.0,579,0.0,2,9,0.0,0.5,0.25,0.0
2689,171,134.0,579,0.0,3,9,0.0,0.75,0.5625,0.0
2690,145,134.0,579,0.0,4,9,0.0,1.0,1.0,0.0
2691,140,134.0,580,1.0,1,129,0.888888888889,0.25,0.0625,0.0
